residue,max_run_1s,max_run_0s,hamming_weight,alternation_score,trailing_ones,trailing_zeros_3n1,mod_3,mod_9,mod_27,bit_entropy,avg_odd_mult,leading_ones,leading_zeros,trailing_zeros,longest_alternating_run,block_count,run_length_entropy,binary_compressibility,max_run_0s_dup,count,avg_steps,avg_peak,avg_v2
697,3.0000,2.0000,6.0000,6.0000,1.0000,2.0000,1.0000,4.0000,22.0000,0.9710,0.9435,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,2.0000,48828,114.8332,54479603.8975,0.0000
699,3.0000,1.0000,7.0000,6.0000,2.0000,1.0000,0.0000,6.0000,24.0000,0.8813,0.9734,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,122.6118,151864188.2136,0.0000
701,4.0000,1.0000,7.0000,6.0000,1.0000,3.0000,2.0000,8.0000,26.0000,0.8813,0.9544,1.0000,0.0000,0.0000,5.0000,7.0000,2.5219,1.4286,1.0000,48828,114.8565,64827179.8446,0.0000
703,6.0000,1.0000,8.0000,4.0000,6.0000,1.0000,1.0000,1.0000,1.0000,0.7219,1.0086,1.0000,0.0000,0.0000,5.0000,5.0000,1.7710,2.0000,1.0000,48828,138.2710,967498297.9481,0.0000
705,2.0000,5.0000,4.0000,4.0000,1.0000,2.0000,0.0000,3.0000,3.0000,0.9710,0.9192,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,5.0000,48828,107.4007,31044757.7493,0.0000
707,2.0000,4.0000,5.0000,4.0000,2.0000,1.0000,2.0000,5.0000,5.0000,1.0000,0.9789,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,122.4159,109108414.1089,0.0000
709,2.0000,3.0000,5.0000,6.0000,1.0000,4.0000,1.0000,7.0000,7.0000,1.0000,0.8999,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,99.5312,27312044.7919,0.0000
711,3.0000,3.0000,6.0000,4.0000,3.0000,1.0000,0.0000,0.0000,9.0000,0.9710,0.9597,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,114.8176,76536095.8031,0.0000
713,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,2.0000,2.0000,11.0000,1.0000,0.9641,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,115.0216,66453093.3645,0.0000
715,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,1.0000,4.0000,13.0000,0.9710,0.9790,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,122.6041,126346370.2165,0.0000
717,2.0000,2.0000,6.0000,6.0000,1.0000,3.0000,0.0000,6.0000,15.0000,0.9710,0.9004,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,99.5312,27312052.6808,0.0000
719,4.0000,2.0000,7.0000,4.0000,4.0000,1.0000,2.0000,8.0000,17.0000,0.8813,1.0138,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,137.6788,1308752361.6092,0.0000
721,2.0000,3.0000,5.0000,6.0000,1.0000,2.0000,1.0000,1.0000,19.0000,1.0000,0.9439,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,115.1724,51959222.2245,0.0000
723,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,0.0000,3.0000,21.0000,0.9710,0.9682,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,115.1724,63112771.9435,0.0000
725,2.0000,1.0000,6.0000,8.0000,1.0000,7.0000,2.0000,5.0000,23.0000,0.9710,0.9242,1.0000,0.0000,0.0000,7.0000,9.0000,3.1219,1.1111,1.0000,48828,99.6426,26636025.7999,0.0000
727,3.0000,1.0000,7.0000,6.0000,3.0000,1.0000,1.0000,7.0000,25.0000,0.8813,0.9665,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,114.9450,80916288.1342,0.0000
729,2.0000,2.0000,6.0000,6.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.9710,0.9360,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,107.2562,35526443.3495,0.0000
731,2.0000,1.0000,7.0000,6.0000,2.0000,1.0000,2.0000,2.0000,2.0000,0.8813,0.9933,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,1.0000,48828,130.2246,267013556.2767,0.0000
733,3.0000,1.0000,7.0000,6.0000,1.0000,3.0000,1.0000,4.0000,4.0000,0.8813,0.9512,1.0000,0.0000,0.0000,3.0000,7.0000,2.6464,1.4286,1.0000,48828,114.6420,47836372.4151,0.0000
735,5.0000,1.0000,8.0000,4.0000,5.0000,1.0000,0.0000,6.0000,6.0000,0.7219,0.9824,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,1.0000,48828,122.2047,209025815.5574,0.0000
737,3.0000,4.0000,5.0000,4.0000,1.0000,2.0000,2.0000,8.0000,8.0000,1.0000,0.9909,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,4.0000,48828,129.9122,330911697.9853,0.0000
739,3.0000,3.0000,6.0000,4.0000,2.0000,1.0000,1.0000,1.0000,10.0000,0.9710,0.9443,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,99.6426,38994789.6070,0.0000
741,3.0000,2.0000,6.0000,6.0000,1.0000,4.0000,0.0000,3.0000,12.0000,0.9710,0.9321,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,107.0657,34103674.8175,0.0000
743,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,2.0000,5.0000,14.0000,0.8813,1.0079,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,2.0000,48828,137.6604,1194676014.5262,0.0000
745,3.0000,2.0000,6.0000,6.0000,1.0000,2.0000,1.0000,7.0000,16.0000,0.9710,0.9870,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,130.2681,461219095.8838,0.0000
747,3.0000,1.0000,7.0000,6.0000,2.0000,1.0000,0.0000,0.0000,18.0000,0.8813,0.9765,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,122.6735,126560903.2163,0.0000
749,3.0000,1.0000,7.0000,6.0000,1.0000,3.0000,2.0000,2.0000,20.0000,0.8813,0.9456,1.0000,0.0000,0.0000,3.0000,7.0000,2.6464,1.4286,1.0000,48828,114.7691,52663023.4880,0.0000
751,4.0000,1.0000,8.0000,4.0000,4.0000,1.0000,1.0000,4.0000,22.0000,0.7219,1.0123,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,1.0000,48828,137.9093,917233382.7990,0.0000
753,4.0000,3.0000,6.0000,4.0000,1.0000,2.0000,0.0000,6.0000,24.0000,0.9710,0.9066,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,3.0000,48828,99.6426,26636053.4116,0.0000
755,4.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,8.0000,26.0000,0.8813,0.9931,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,130.1862,708430722.3858,0.0000
757,4.0000,1.0000,7.0000,6.0000,1.0000,5.0000,1.0000,1.0000,1.0000,0.8813,0.9636,1.0000,0.0000,0.0000,5.0000,7.0000,2.5219,1.4286,1.0000,48828,114.6752,47804319.2798,0.0000
759,4.0000,1.0000,8.0000,4.0000,3.0000,1.0000,0.0000,3.0000,3.0000,0.7219,0.9679,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,1.0000,48828,122.1875,167388559.3807,0.0000
761,5.0000,2.0000,7.0000,4.0000,1.0000,2.0000,2.0000,5.0000,5.0000,0.8813,0.9597,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,2.0000,48828,114.6672,67285819.4527,0.0000
763,5.0000,1.0000,8.0000,4.0000,2.0000,1.0000,1.0000,7.0000,7.0000,0.7219,0.9910,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,1.0000,48828,129.8959,735721594.2391,0.0000
765,6.0000,1.0000,8.0000,4.0000,1.0000,3.0000,0.0000,0.0000,9.0000,0.7219,0.9931,1.0000,0.0000,0.0000,3.0000,5.0000,1.7710,2.0000,1.0000,48828,130.1048,329569687.2249,0.0000
767,8.0000,1.0000,9.0000,2.0000,8.0000,1.0000,2.0000,2.0000,11.0000,0.4690,1.0267,1.0000,0.0000,0.0000,3.0000,3.0000,0.9219,3.3333,1.0000,48828,145.6976,4223053791.8066,0.0000
769,2.0000,7.0000,3.0000,2.0000,1.0000,2.0000,1.0000,4.0000,13.0000,0.8813,0.9248,2.0000,0.0000,0.0000,2.0000,3.0000,1.1568,3.3333,7.0000,48828,107.0428,31052943.2236,0.0000
771,2.0000,6.0000,4.0000,2.0000,2.0000,1.0000,0.0000,6.0000,15.0000,0.9710,0.9556,2.0000,0.0000,0.0000,2.0000,3.0000,1.3710,3.3333,6.0000,48828,114.7802,56832208.1996,0.0000
773,2.0000,5.0000,4.0000,4.0000,1.0000,4.0000,2.0000,8.0000,17.0000,0.9710,0.9227,2.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,5.0000,48828,107.2955,31372349.8978,0.0000
775,3.0000,5.0000,5.0000,2.0000,3.0000,1.0000,1.0000,1.0000,19.0000,1.0000,0.9730,2.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,5.0000,48828,122.3542,122670388.0634,0.0000
777,2.0000,4.0000,4.0000,4.0000,1.0000,2.0000,0.0000,3.0000,21.0000,0.9710,0.9864,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,129.9318,325196992.1484,0.0000
779,2.0000,4.0000,5.0000,4.0000,2.0000,1.0000,2.0000,5.0000,23.0000,1.0000,0.9677,2.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,4.0000,48828,122.2978,217465308.2453,0.0000
781,2.0000,4.0000,5.0000,4.0000,1.0000,3.0000,1.0000,7.0000,25.0000,1.0000,0.9579,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,114.9516,51282366.5858,0.0000
783,4.0000,4.0000,6.0000,2.0000,4.0000,1.0000,0.0000,0.0000,0.0000,0.9710,0.9764,2.0000,0.0000,0.0000,2.0000,3.0000,1.5219,3.3333,4.0000,48828,107.2955,89427694.0071,0.0000
785,2.0000,3.0000,4.0000,4.0000,1.0000,2.0000,2.0000,2.0000,2.0000,0.9710,0.9459,2.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,114.9516,51282370.0579,0.0000
787,2.0000,3.0000,5.0000,4.0000,2.0000,1.0000,1.0000,4.0000,4.0000,1.0000,0.9729,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,3.0000,48828,122.3054,151947730.8754,0.0000
789,2.0000,3.0000,5.0000,6.0000,1.0000,6.0000,0.0000,6.0000,6.0000,1.0000,0.8928,2.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,3.0000,48828,91.9832,25592043.3925,0.0000
791,3.0000,3.0000,6.0000,4.0000,3.0000,1.0000,2.0000,8.0000,8.0000,0.9710,0.9916,2.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,3.0000,48828,122.5919,135859290.4837,0.0000
793,2.0000,3.0000,5.0000,4.0000,1.0000,2.0000,1.0000,1.0000,10.0000,1.0000,0.9930,2.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,3.0000,48828,130.2450,351652153.9101,0.0000
795,2.0000,3.0000,6.0000,4.0000,2.0000,1.0000,0.0000,3.0000,12.0000,0.9710,1.0262,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,3.0000,48828,145.4029,3462009430.8668,0.0000
797,3.0000,3.0000,6.0000,4.0000,1.0000,3.0000,2.0000,5.0000,14.0000,0.9710,0.9439,2.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,115.0988,52923705.6511,0.0000
799,5.0000,3.0000,7.0000,2.0000,5.0000,1.0000,1.0000,7.0000,16.0000,0.8813,0.9935,2.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,3.0000,48828,130.4965,2843917464.4441,0.0000
801,2.0000,4.0000,4.0000,4.0000,1.0000,2.0000,0.0000,0.0000,18.0000,0.9710,0.9500,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,115.0244,90248197.7748,0.0000
803,2.0000,3.0000,5.0000,4.0000,2.0000,1.0000,2.0000,2.0000,20.0000,1.0000,0.9371,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,3.0000,48828,107.6720,45263960.9700,0.0000
805,2.0000,2.0000,5.0000,6.0000,1.0000,4.0000,1.0000,4.0000,22.0000,1.0000,0.9486,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,107.6720,33192437.5172,0.0000
807,3.0000,2.0000,6.0000,4.0000,3.0000,1.0000,0.0000,6.0000,24.0000,0.9710,0.9927,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,129.8397,363236089.3308,0.0000
809,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,2.0000,8.0000,26.0000,1.0000,0.9882,2.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,122.3723,578187274.2423,0.0000
811,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,1.0000,1.0000,1.0000,0.9710,0.9445,2.0000,0.0000,0.0000,6.0000,7.0000,2.7219,1.4286,2.0000,48828,115.1541,62025778.6822,0.0000
813,2.0000,2.0000,6.0000,6.0000,1.0000,3.0000,0.0000,3.0000,3.0000,0.9710,0.9228,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,107.3839,30864325.6106,0.0000
815,4.0000,2.0000,7.0000,4.0000,4.0000,1.0000,2.0000,5.0000,5.0000,0.8813,0.9763,2.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,2.0000,48828,122.5534,140413381.0482,0.0000
817,2.0000,3.0000,5.0000,4.0000,1.0000,2.0000,1.0000,7.0000,7.0000,1.0000,0.9326,2.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,3.0000,48828,107.3839,30864329.4350,0.0000
819,2.0000,2.0000,6.0000,4.0000,2.0000,1.0000,0.0000,0.0000,9.0000,0.9710,0.9281,2.0000,0.0000,0.0000,2.0000,5.0000,2.3219,2.0000,2.0000,48828,107.3839,42925515.8140,0.0000
821,2.0000,2.0000,6.0000,6.0000,1.0000,5.0000,2.0000,2.0000,11.0000,0.9710,0.9028,2.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,99.6836,27076984.0101,0.0000
823,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,1.0000,4.0000,13.0000,0.8813,0.9835,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,122.7167,155011828.3210,0.0000
825,3.0000,2.0000,6.0000,4.0000,1.0000,2.0000,0.0000,6.0000,15.0000,0.9710,0.9666,2.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,2.0000,48828,122.8140,150982024.3711,0.0000
827,3.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,8.0000,17.0000,0.8813,0.9641,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,114.8487,62739792.8857,0.0000
829,4.0000,2.0000,7.0000,4.0000,1.0000,3.0000,1.0000,1.0000,19.0000,0.8813,0.9752,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,122.2183,102206768.6142,0.0000
831,6.0000,2.0000,8.0000,2.0000,6.0000,1.0000,0.0000,3.0000,21.0000,0.7219,0.9977,2.0000,0.0000,0.0000,2.0000,3.0000,1.3710,3.3333,2.0000,48828,130.0110,438895977.5888,0.0000
833,2.0000,5.0000,4.0000,4.0000,1.0000,2.0000,2.0000,5.0000,23.0000,0.9710,0.9188,2.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,5.0000,48828,99.6836,27076995.8447,0.0000
835,2.0000,4.0000,5.0000,4.0000,2.0000,1.0000,1.0000,7.0000,25.0000,1.0000,0.9564,2.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,4.0000,48828,115.1397,60789156.4977,0.0000
837,2.0000,3.0000,5.0000,6.0000,1.0000,4.0000,0.0000,0.0000,0.0000,1.0000,0.9290,2.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,107.2324,31612895.5146,0.0000
839,3.0000,3.0000,6.0000,4.0000,3.0000,1.0000,2.0000,2.0000,2.0000,0.9710,0.9913,2.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,3.0000,48828,130.1237,317012727.0047,0.0000
841,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,1.0000,4.0000,4.0000,1.0000,0.9549,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,115.0123,112217816.0064,0.0000
843,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,0.0000,6.0000,6.0000,0.9710,0.9357,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,107.2324,43668626.2227,0.0000
845,2.0000,2.0000,6.0000,6.0000,1.0000,3.0000,2.0000,8.0000,8.0000,0.9710,0.9514,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,114.8530,46440706.8113,0.0000
847,4.0000,2.0000,7.0000,4.0000,4.0000,1.0000,1.0000,1.0000,10.0000,0.8813,0.9736,2.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,2.0000,48828,122.5345,176285858.9735,0.0000
849,2.0000,3.0000,5.0000,6.0000,1.0000,2.0000,0.0000,3.0000,12.0000,1.0000,0.9730,2.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,3.0000,48828,122.3370,129865291.7633,0.0000
851,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,2.0000,5.0000,14.0000,0.9710,0.9975,2.0000,0.0000,0.0000,6.0000,7.0000,2.7219,1.4286,2.0000,48828,129.9171,402117182.6105,0.0000
853,2.0000,1.0000,6.0000,8.0000,1.0000,9.0000,1.0000,7.0000,16.0000,0.9710,0.9184,2.0000,0.0000,0.0000,9.0000,9.0000,3.1219,1.1111,1.0000,48828,92.0202,25450404.6397,0.0000
855,3.0000,1.0000,7.0000,6.0000,3.0000,1.0000,0.0000,0.0000,18.0000,0.8813,0.9797,2.0000,0.0000,0.0000,7.0000,7.0000,2.6464,1.4286,1.0000,48828,122.9142,121855315.0442,0.0000
857,2.0000,2.0000,6.0000,6.0000,1.0000,2.0000,2.0000,2.0000,20.0000,0.9710,0.9327,2.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,107.4073,36963010.5210,0.0000
859,2.0000,1.0000,7.0000,6.0000,2.0000,1.0000,1.0000,4.0000,22.0000,0.8813,0.9865,2.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,1.0000,48828,129.8234,402262497.3576,0.0000
861,3.0000,1.0000,7.0000,6.0000,1.0000,3.0000,0.0000,6.0000,24.0000,0.8813,0.9582,2.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,114.9215,52415104.6213,0.0000
863,5.0000,1.0000,8.0000,4.0000,5.0000,1.0000,2.0000,8.0000,26.0000,0.7219,0.9902,2.0000,0.0000,0.0000,5.0000,5.0000,1.9610,2.0000,1.0000,48828,114.8934,558918574.2686,0.0000
865,2.0000,4.0000,5.0000,4.0000,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,0.9866,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,130.1312,743821456.2944,0.0000
867,2.0000,3.0000,6.0000,4.0000,2.0000,1.0000,0.0000,3.0000,3.0000,0.9710,0.9253,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,3.0000,48828,99.5703,39299145.7911,0.0000
869,2.0000,2.0000,6.0000,6.0000,1.0000,4.0000,2.0000,5.0000,5.0000,0.9710,0.9242,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,99.5703,26937049.1020,0.0000
871,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,1.0000,7.0000,7.0000,0.8813,1.0263,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,145.4957,2899250837.7154,0.0000
873,2.0000,2.0000,6.0000,6.0000,1.0000,2.0000,0.0000,0.0000,9.0000,0.9710,0.9792,2.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,122.7126,156282479.4716,0.0000
875,2.0000,1.0000,7.0000,6.0000,2.0000,1.0000,2.0000,2.0000,11.0000,0.8813,0.9605,2.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,1.0000,48828,115.1805,99314823.3657,0.0000
877,2.0000,1.0000,7.0000,6.0000,1.0000,3.0000,1.0000,4.0000,13.0000,0.8813,0.9547,2.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,1.0000,48828,114.8297,47276532.3811,0.0000
879,4.0000,1.0000,8.0000,4.0000,4.0000,1.0000,0.0000,6.0000,15.0000,0.7219,0.9927,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,1.0000,48828,129.8765,310586339.1049,0.0000
881,3.0000,3.0000,6.0000,4.0000,1.0000,2.0000,2.0000,8.0000,17.0000,0.9710,0.9457,2.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,107.0318,30004752.8464,0.0000
883,3.0000,2.0000,7.0000,4.0000,2.0000,1.0000,1.0000,1.0000,19.0000,0.8813,0.9339,2.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,107.2168,44719155.7660,0.0000
885,3.0000,1.0000,7.0000,6.0000,1.0000,5.0000,0.0000,3.0000,21.0000,0.8813,0.9378,2.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,107.0318,30004756.6775,0.0000
887,3.0000,1.0000,8.0000,4.0000,3.0000,1.0000,2.0000,5.0000,23.0000,0.7219,0.9515,2.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,1.0000,48828,114.8425,81062366.8353,0.0000
889,4.0000,2.0000,7.0000,4.0000,1.0000,2.0000,1.0000,7.0000,25.0000,0.8813,0.9911,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,130.1336,435171549.4313,0.0000
891,4.0000,1.0000,8.0000,4.0000,2.0000,1.0000,0.0000,0.0000,0.0000,0.7219,0.9863,2.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,1.0000,48828,129.8648,300861553.4171,0.0000
893,5.0000,1.0000,8.0000,4.0000,1.0000,3.0000,2.0000,2.0000,2.0000,0.7219,0.9747,2.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,1.0000,48828,122.1630,115288663.8282,0.0000
895,7.0000,1.0000,9.0000,2.0000,7.0000,1.0000,1.0000,4.0000,4.0000,0.4690,1.0140,2.0000,0.0000,0.0000,3.0000,3.0000,1.1568,3.3333,1.0000,48828,137.7271,1033817512.1362,0.0000
897,3.0000,6.0000,4.0000,2.0000,1.0000,2.0000,0.0000,6.0000,6.0000,0.9710,0.9608,3.0000,0.0000,0.0000,2.0000,3.0000,1.2955,3.3333,6.0000,48828,122.5051,164166726.7060,0.0000
899,3.0000,5.0000,5.0000,2.0000,2.0000,1.0000,2.0000,8.0000,8.0000,1.0000,0.9571,3.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,5.0000,48828,114.5197,63289222.3964,0.0000
901,3.0000,4.0000,5.0000,4.0000,1.0000,4.0000,1.0000,1.0000,10.0000,1.0000,0.9789,3.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,4.0000,48828,122.3735,148776428.0709,0.0000
903,3.0000,4.0000,6.0000,2.0000,3.0000,1.0000,0.0000,3.0000,12.0000,0.9710,0.9632,3.0000,0.0000,0.0000,2.0000,3.0000,1.5710,3.3333,4.0000,48828,114.5197,80728352.3138,0.0000
905,3.0000,3.0000,5.0000,4.0000,1.0000,2.0000,2.0000,5.0000,14.0000,1.0000,0.9862,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,129.8630,325611018.8973,0.0000
907,3.0000,3.0000,6.0000,4.0000,2.0000,1.0000,1.0000,7.0000,16.0000,0.9710,0.9931,3.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,3.0000,48828,130.1726,402265580.0209,0.0000
909,3.0000,3.0000,6.0000,4.0000,1.0000,3.0000,0.0000,0.0000,18.0000,0.9710,0.9007,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,92.0202,25450460.3943,0.0000
911,4.0000,3.0000,7.0000,2.0000,4.0000,1.0000,2.0000,2.0000,20.0000,0.8813,0.9789,3.0000,0.0000,0.0000,2.0000,3.0000,1.5710,3.3333,3.0000,48828,122.3172,199050007.5756,0.0000
913,3.0000,3.0000,5.0000,4.0000,1.0000,2.0000,1.0000,4.0000,22.0000,1.0000,0.9387,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,115.0459,56555062.9577,0.0000
915,3.0000,2.0000,6.0000,4.0000,2.0000,1.0000,0.0000,6.0000,24.0000,0.9710,0.9587,3.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,115.0459,67732959.5589,0.0000
917,3.0000,2.0000,6.0000,6.0000,1.0000,6.0000,2.0000,8.0000,26.0000,0.9710,0.9460,3.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,2.0000,48828,107.2264,32242049.5969,0.0000
919,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,1.0000,1.0000,1.0000,0.8813,0.9527,3.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,2.0000,48828,107.3467,65021497.1516,0.0000
921,3.0000,2.0000,6.0000,4.0000,1.0000,2.0000,0.0000,3.0000,3.0000,0.9710,0.9340,3.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,2.0000,48828,107.3467,37663751.2612,0.0000
923,3.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,5.0000,5.0000,0.8813,0.9884,3.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,122.6391,202117278.1430,0.0000
925,3.0000,2.0000,7.0000,4.0000,1.0000,3.0000,1.0000,7.0000,7.0000,0.8813,0.9733,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,2.0000,48828,122.3913,109421012.8467,0.0000
927,5.0000,2.0000,8.0000,2.0000,5.0000,1.0000,0.0000,0.0000,9.0000,0.7219,1.0001,3.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,2.0000,48828,130.1425,376000760.6722,0.0000
929,3.0000,4.0000,5.0000,4.0000,1.0000,2.0000,2.0000,2.0000,11.0000,1.0000,0.9474,3.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,4.0000,48828,115.1949,54123549.6485,0.0000
931,3.0000,3.0000,6.0000,4.0000,2.0000,1.0000,1.0000,4.0000,13.0000,0.9710,0.9479,3.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,3.0000,48828,107.2264,44303945.4564,0.0000
