n,T_n,v_2,multiplier,log_drift
2739001,2054251,2,0.75,-0.287682
2740001,2055001,2,0.75,-0.287682
2741001,2055751,2,0.75,-0.287682
2742001,2056501,2,0.75,-0.287682
2743001,2057251,2,0.75,-0.287682
2744001,2058001,2,0.75,-0.287682
2745001,2058751,2,0.75,-0.287682
2746001,2059501,2,0.75,-0.287682
2747001,2060251,2,0.75,-0.287682
2748001,2061001,2,0.75,-0.287682
2749001,2061751,2,0.75,-0.287682
2750001,2062501,2,0.75,-0.287682
2751001,2063251,2,0.75,-0.287682
2752001,2064001,2,0.75,-0.287682
2753001,2064751,2,0.75,-0.287682
2754001,2065501,2,0.75,-0.287682
2755001,2066251,2,0.75,-0.287682
2756001,2067001,2,0.75,-0.287682
2757001,2067751,2,0.75,-0.287682
2758001,2068501,2,0.75,-0.287682
2759001,2069251,2,0.75,-0.287682
2760001,2070001,2,0.75,-0.287682
2761001,2070751,2,0.75,-0.287682
2762001,2071501,2,0.75,-0.287682
2763001,2072251,2,0.75,-0.287682
2764001,2073001,2,0.75,-0.287682
2765001,2073751,2,0.75,-0.287682
2766001,2074501,2,0.75,-0.287682
2767001,2075251,2,0.75,-0.287682
2768001,2076001,2,0.75,-0.287682
2769001,2076751,2,0.75,-0.287682
2770001,2077501,2,0.75,-0.287682
2771001,2078251,2,0.75,-0.287682
2772001,2079001,2,0.75,-0.287682
2773001,2079751,2,0.75,-0.287682
2774001,2080501,2,0.75,-0.287682
2775001,2081251,2,0.75,-0.287682
2776001,2082001,2,0.75,-0.287682
2777001,2082751,2,0.75,-0.287682
2778001,2083501,2,0.75,-0.287682
2779001,2084251,2,0.75,-0.287682
2780001,2085001,2,0.75,-0.287682
2781001,2085751,2,0.75,-0.287682
2782001,2086501,2,0.75,-0.287682
2783001,2087251,2,0.75,-0.287682
2784001,2088001,2,0.75,-0.287682
2785001,2088751,2,0.75,-0.287682
2786001,2089501,2,0.75,-0.287682
2787001,2090251,2,0.75,-0.287682
2788001,2091001,2,0.75,-0.287682
2789001,2091751,2,0.75,-0.287682
2790001,2092501,2,0.75,-0.287682
2791001,2093251,2,0.75,-0.287682
2792001,2094001,2,0.75,-0.287682
2793001,2094751,2,0.75,-0.287682
2794001,2095501,2,0.75,-0.287682
2795001,2096251,2,0.75,-0.287682
2796001,2097001,2,0.75,-0.287682
2797001,2097751,2,0.75,-0.287682
2798001,2098501,2,0.75,-0.287682
2799001,2099251,2,0.75,-0.287682
2800001,2100001,2,0.75,-0.287682
2801001,2100751,2,0.75,-0.287682
2802001,2101501,2,0.75,-0.287682
2803001,2102251,2,0.75,-0.287682
2804001,2103001,2,0.75,-0.287682
2805001,2103751,2,0.75,-0.287682
2806001,2104501,2,0.75,-0.287682
2807001,2105251,2,0.75,-0.287682
2808001,2106001,2,0.75,-0.287682
2809001,2106751,2,0.75,-0.287682
2810001,2107501,2,0.75,-0.287682
2811001,2108251,2,0.75,-0.287682
2812001,2109001,2,0.75,-0.287682
2813001,2109751,2,0.75,-0.287682
2814001,2110501,2,0.75,-0.287682
2815001,2111251,2,0.75,-0.287682
2816001,2112001,2,0.75,-0.287682
2817001,2112751,2,0.75,-0.287682
2818001,2113501,2,0.75,-0.287682
2819001,2114251,2,0.75,-0.287682
2820001,2115001,2,0.75,-0.287682
2821001,2115751,2,0.75,-0.287682
2822001,2116501,2,0.75,-0.287682
2823001,2117251,2,0.75,-0.287682
2824001,2118001,2,0.75,-0.287682
2825001,2118751,2,0.75,-0.287682
2826001,2119501,2,0.75,-0.287682
2827001,2120251,2,0.75,-0.287682
2828001,2121001,2,0.75,-0.287682
2829001,2121751,2,0.75,-0.287682
2830001,2122501,2,0.75,-0.287682
2831001,2123251,2,0.75,-0.287682
2832001,2124001,2,0.75,-0.287682
2833001,2124751,2,0.75,-0.287682
2834001,2125501,2,0.75,-0.287682
2835001,2126251,2,0.75,-0.287682
2836001,2127001,2,0.75,-0.287682
2837001,2127751,2,0.75,-0.287682
2838001,2128501,2,0.75,-0.287682
2839001,2129251,2,0.75,-0.287682
2840001,2130001,2,0.75,-0.287682
2841001,2130751,2,0.75,-0.287682
2842001,2131501,2,0.75,-0.287682
2843001,2132251,2,0.75,-0.287682
2844001,2133001,2,0.75,-0.287682
2845001,2133751,2,0.75,-0.287682
2846001,2134501,2,0.75,-0.287682
2847001,2135251,2,0.75,-0.287682
2848001,2136001,2,0.75,-0.287682
2849001,2136751,2,0.75,-0.287682
2850001,2137501,2,0.75,-0.287682
2851001,2138251,2,0.75,-0.287682
2852001,2139001,2,0.75,-0.287682
2853001,2139751,2,0.75,-0.287682
2854001,2140501,2,0.75,-0.287682
2855001,2141251,2,0.75,-0.287682
2856001,2142001,2,0.75,-0.287682
2857001,2142751,2,0.75,-0.287682
2858001,2143501,2,0.75,-0.287682
2859001,2144251,2,0.75,-0.287682
2860001,2145001,2,0.75,-0.287682
2861001,2145751,2,0.75,-0.287682
2862001,2146501,2,0.75,-0.287682
2863001,2147251,2,0.75,-0.287682
2864001,2148001,2,0.75,-0.287682
2865001,2148751,2,0.75,-0.287682
2866001,2149501,2,0.75,-0.287682
2867001,2150251,2,0.75,-0.287682
2868001,2151001,2,0.75,-0.287682
2869001,2151751,2,0.75,-0.287682
2870001,2152501,2,0.75,-0.287682
2871001,2153251,2,0.75,-0.287682
2872001,2154001,2,0.75,-0.287682
2873001,2154751,2,0.75,-0.287682
2874001,2155501,2,0.75,-0.287682
2875001,2156251,2,0.75,-0.287682
2876001,2157001,2,0.75,-0.287682
2877001,2157751,2,0.75,-0.287682
2878001,2158501,2,0.75,-0.287682
2879001,2159251,2,0.75,-0.287682
2880001,2160001,2,0.75,-0.287682
2881001,2160751,2,0.75,-0.287682
2882001,2161501,2,0.75,-0.287682
2883001,2162251,2,0.75,-0.287682
2884001,2163001,2,0.75,-0.287682
2885001,2163751,2,0.75,-0.287682
2886001,2164501,2,0.75,-0.287682
2887001,2165251,2,0.75,-0.287682
2888001,2166001,2,0.75,-0.287682
2889001,2166751,2,0.75,-0.287682
2890001,2167501,2,0.75,-0.287682
2891001,2168251,2,0.75,-0.287682
2892001,2169001,2,0.75,-0.287682
2893001,2169751,2,0.75,-0.287682
2894001,2170501,2,0.75,-0.287682
2895001,2171251,2,0.75,-0.287682
2896001,2172001,2,0.75,-0.287682
2897001,2172751,2,0.75,-0.287682
2898001,2173501,2,0.75,-0.287682
2899001,2174251,2,0.75,-0.287682
2900001,2175001,2,0.75,-0.287682
2901001,2175751,2,0.75,-0.287682
2902001,2176501,2,0.75,-0.287682
2903001,2177251,2,0.75,-0.287682
2904001,2178001,2,0.75,-0.287682
2905001,2178751,2,0.75,-0.287682
2906001,2179501,2,0.75,-0.287682
2907001,2180251,2,0.75,-0.287682
2908001,2181001,2,0.75,-0.287682
2909001,2181751,2,0.75,-0.287682
2910001,2182501,2,0.75,-0.287682
2911001,2183251,2,0.75,-0.287682
2912001,2184001,2,0.75,-0.287682
2913001,2184751,2,0.75,-0.287682
2914001,2185501,2,0.75,-0.287682
2915001,2186251,2,0.75,-0.287682
2916001,2187001,2,0.75,-0.287682
2917001,2187751,2,0.75,-0.287682
2918001,2188501,2,0.75,-0.287682
2919001,2189251,2,0.75,-0.287682
2920001,2190001,2,0.75,-0.287682
2921001,2190751,2,0.75,-0.287682
2922001,2191501,2,0.75,-0.287682
2923001,2192251,2,0.75,-0.287682
2924001,2193001,2,0.75,-0.287682
2925001,2193751,2,0.75,-0.287682
2926001,2194501,2,0.75,-0.287682
2927001,2195251,2,0.75,-0.287682
2928001,2196001,2,0.75,-0.287682
2929001,2196751,2,0.75,-0.287682
2930001,2197501,2,0.75,-0.287682
2931001,2198251,2,0.75,-0.287682
2932001,2199001,2,0.75,-0.287682
2933001,2199751,2,0.75,-0.287682
2934001,2200501,2,0.75,-0.287682
2935001,2201251,2,0.75,-0.287682
2936001,2202001,2,0.75,-0.287682
2937001,2202751,2,0.75,-0.287682
2938001,2203501,2,0.75,-0.287682
2939001,2204251,2,0.75,-0.287682
2940001,2205001,2,0.75,-0.287682
2941001,2205751,2,0.75,-0.287682
2942001,2206501,2,0.75,-0.287682
2943001,2207251,2,0.75,-0.287682
2944001,2208001,2,0.75,-0.287682
2945001,2208751,2,0.75,-0.287682
2946001,2209501,2,0.75,-0.287682
2947001,2210251,2,0.75,-0.287682
2948001,2211001,2,0.75,-0.287682
2949001,2211751,2,0.75,-0.287682
2950001,2212501,2,0.75,-0.287682
2951001,2213251,2,0.75,-0.287682
2952001,2214001,2,0.75,-0.287682
2953001,2214751,2,0.75,-0.287682
2954001,2215501,2,0.75,-0.287682
2955001,2216251,2,0.75,-0.287682
2956001,2217001,2,0.75,-0.287682
2957001,2217751,2,0.75,-0.287682
2958001,2218501,2,0.75,-0.287682
2959001,2219251,2,0.75,-0.287682
2960001,2220001,2,0.75,-0.287682
2961001,2220751,2,0.75,-0.287682
2962001,2221501,2,0.75,-0.287682
2963001,2222251,2,0.75,-0.287682
2964001,2223001,2,0.75,-0.287682
2965001,2223751,2,0.75,-0.287682
2966001,2224501,2,0.75,-0.287682
2967001,2225251,2,0.75,-0.287682
2968001,2226001,2,0.75,-0.287682
2969001,2226751,2,0.75,-0.287682
2970001,2227501,2,0.75,-0.287682
2971001,2228251,2,0.75,-0.287682
2972001,2229001,2,0.75,-0.287682
2973001,2229751,2,0.75,-0.287682
2974001,2230501,2,0.75,-0.287682
2975001,2231251,2,0.75,-0.287682
2976001,2232001,2,0.75,-0.287682
2977001,2232751,2,0.75,-0.287682
2978001,2233501,2,0.75,-0.287682
2979001,2234251,2,0.75,-0.287682
2980001,2235001,2,0.75,-0.287682
2981001,2235751,2,0.75,-0.287682
2982001,2236501,2,0.75,-0.287682
2983001,2237251,2,0.75,-0.287682
2984001,2238001,2,0.75,-0.287682
2985001,2238751,2,0.75,-0.287682
2986001,2239501,2,0.75,-0.287682
2987001,2240251,2,0.75,-0.287682
2988001,2241001,2,0.75,-0.287682
2989001,2241751,2,0.75,-0.287682
2990001,2242501,2,0.75,-0.287682
2991001,2243251,2,0.75,-0.287682
2992001,2244001,2,0.75,-0.287682
2993001,2244751,2,0.75,-0.287682
2994001,2245501,2,0.75,-0.287682
2995001,2246251,2,0.75,-0.287682
2996001,2247001,2,0.75,-0.287682
2997001,2247751,2,0.75,-0.287682
2998001,2248501,2,0.75,-0.287682
2999001,2249251,2,0.75,-0.287682
3000001,2250001,2,0.75,-0.287682
3001001,2250751,2,0.75,-0.287682
3002001,2251501,2,0.75,-0.287682
3003001,2252251,2,0.75,-0.287682
3004001,2253001,2,0.75,-0.287682
3005001,2253751,2,0.75,-0.287682
3006001,2254501,2,0.75,-0.287682
3007001,2255251,2,0.75,-0.287682
3008001,2256001,2,0.75,-0.287682
3009001,2256751,2,0.75,-0.287682
3010001,2257501,2,0.75,-0.287682
3011001,2258251,2,0.75,-0.287682
3012001,2259001,2,0.75,-0.287682
3013001,2259751,2,0.75,-0.287682
3014001,2260501,2,0.75,-0.287682
3015001,2261251,2,0.75,-0.287682
3016001,2262001,2,0.75,-0.287682
3017001,2262751,2,0.75,-0.287682
3018001,2263501,2,0.75,-0.287682
3019001,2264251,2,0.75,-0.287682
3020001,2265001,2,0.75,-0.287682
3021001,2265751,2,0.75,-0.287682
3022001,2266501,2,0.75,-0.287682
3023001,2267251,2,0.75,-0.287682
3024001,2268001,2,0.75,-0.287682
3025001,2268751,2,0.75,-0.287682
3026001,2269501,2,0.75,-0.287682
3027001,2270251,2,0.75,-0.287682
3028001,2271001,2,0.75,-0.287682
3029001,2271751,2,0.75,-0.287682
3030001,2272501,2,0.75,-0.287682
3031001,2273251,2,0.75,-0.287682
3032001,2274001,2,0.75,-0.287682
3033001,2274751,2,0.75,-0.287682
3034001,2275501,2,0.75,-0.287682
3035001,2276251,2,0.75,-0.287682
3036001,2277001,2,0.75,-0.287682
3037001,2277751,2,0.75,-0.287682
3038001,2278501,2,0.75,-0.287682
3039001,2279251,2,0.75,-0.287682
3040001,2280001,2,0.75,-0.287682
3041001,2280751,2,0.75,-0.287682
3042001,2281501,2,0.75,-0.287682
3043001,2282251,2,0.75,-0.287682
3044001,2283001,2,0.75,-0.287682
3045001,2283751,2,0.75,-0.287682
3046001,2284501,2,0.75,-0.287682
3047001,2285251,2,0.75,-0.287682
3048001,2286001,2,0.75,-0.287682
3049001,2286751,2,0.75,-0.287682
3050001,2287501,2,0.75,-0.287682
3051001,2288251,2,0.75,-0.287682
3052001,2289001,2,0.75,-0.287682
3053001,2289751,2,0.75,-0.287682
3054001,2290501,2,0.75,-0.287682
3055001,2291251,2,0.75,-0.287682
3056001,2292001,2,0.75,-0.287682
3057001,2292751,2,0.75,-0.287682
3058001,2293501,2,0.75,-0.287682
3059001,2294251,2,0.75,-0.287682
3060001,2295001,2,0.75,-0.287682
3061001,2295751,2,0.75,-0.287682
3062001,2296501,2,0.75,-0.287682
3063001,2297251,2,0.75,-0.287682
3064001,2298001,2,0.75,-0.287682
3065001,2298751,2,0.75,-0.287682
3066001,2299501,2,0.75,-0.287682
3067001,2300251,2,0.75,-0.287682
3068001,2301001,2,0.75,-0.287682
3069001,2301751,2,0.75,-0.287682
3070001,2302501,2,0.75,-0.287682
3071001,2303251,2,0.75,-0.287682
3072001,2304001,2,0.75,-0.287682
3073001,2304751,2,0.75,-0.287682
3074001,2305501,2,0.75,-0.287682
3075001,2306251,2,0.75,-0.287682
3076001,2307001,2,0.75,-0.287682
3077001,2307751,2,0.75,-0.287682
3078001,2308501,2,0.75,-0.287682
3079001,2309251,2,0.75,-0.287682
3080001,2310001,2,0.75,-0.287682
3081001,2310751,2,0.75,-0.287682
3082001,2311501,2,0.75,-0.287682
3083001,2312251,2,0.75,-0.287682
3084001,2313001,2,0.75,-0.287682
3085001,2313751,2,0.75,-0.287682
3086001,2314501,2,0.75,-0.287682
3087001,2315251,2,0.75,-0.287682
3088001,2316001,2,0.75,-0.287682
3089001,2316751,2,0.75,-0.287682
3090001,2317501,2,0.75,-0.287682
3091001,2318251,2,0.75,-0.287682
3092001,2319001,2,0.75,-0.287682
3093001,2319751,2,0.75,-0.287682
3094001,2320501,2,0.75,-0.287682
3095001,2321251,2,0.75,-0.287682
3096001,2322001,2,0.75,-0.287682
3097001,2322751,2,0.75,-0.287682
3098001,2323501,2,0.75,-0.287682
3099001,2324251,2,0.75,-0.287682
3100001,2325001,2,0.75,-0.287682
3101001,2325751,2,0.75,-0.287682
3102001,2326501,2,0.75,-0.287682
3103001,2327251,2,0.75,-0.287682
3104001,2328001,2,0.75,-0.287682
3105001,2328751,2,0.75,-0.287682
3106001,2329501,2,0.75,-0.287682
3107001,2330251,2,0.75,-0.287682
3108001,2331001,2,0.75,-0.287682
3109001,2331751,2,0.75,-0.287682
3110001,2332501,2,0.75,-0.287682
3111001,2333251,2,0.75,-0.287682
3112001,2334001,2,0.75,-0.287682
3113001,2334751,2,0.75,-0.287682
3114001,2335501,2,0.75,-0.287682
3115001,2336251,2,0.75,-0.287682
3116001,2337001,2,0.75,-0.287682
3117001,2337751,2,0.75,-0.287682
3118001,2338501,2,0.75,-0.287682
3119001,2339251,2,0.75,-0.287682
3120001,2340001,2,0.75,-0.287682
3121001,2340751,2,0.75,-0.287682
3122001,2341501,2,0.75,-0.287682
3123001,2342251,2,0.75,-0.287682
3124001,2343001,2,0.75,-0.287682
3125001,2343751,2,0.75,-0.287682
3126001,2344501,2,0.75,-0.287682
3127001,2345251,2,0.75,-0.287682
3128001,2346001,2,0.75,-0.287682
3129001,2346751,2,0.75,-0.287682
3130001,2347501,2,0.75,-0.287682
3131001,2348251,2,0.75,-0.287682
3132001,2349001,2,0.75,-0.287682
3133001,2349751,2,0.75,-0.287682
3134001,2350501,2,0.75,-0.287682
3135001,2351251,2,0.75,-0.287682
3136001,2352001,2,0.75,-0.287682
3137001,2352751,2,0.75,-0.287682
3138001,2353501,2,0.75,-0.287682
3139001,2354251,2,0.75,-0.287682
3140001,2355001,2,0.75,-0.287682
3141001,2355751,2,0.75,-0.287682
3142001,2356501,2,0.75,-0.287682
3143001,2357251,2,0.75,-0.287682
3144001,2358001,2,0.75,-0.287682
3145001,2358751,2,0.75,-0.287682
3146001,2359501,2,0.75,-0.287682
3147001,2360251,2,0.75,-0.287682
3148001,2361001,2,0.75,-0.287682
3149001,2361751,2,0.75,-0.287682
3150001,2362501,2,0.75,-0.287682
3151001,2363251,2,0.75,-0.287682
3152001,2364001,2,0.75,-0.287682
3153001,2364751,2,0.75,-0.287682
3154001,2365501,2,0.75,-0.287682
3155001,2366251,2,0.75,-0.287682
3156001,2367001,2,0.75,-0.287682
3157001,2367751,2,0.75,-0.287682
3158001,2368501,2,0.75,-0.287682
3159001,2369251,2,0.75,-0.287682
3160001,2370001,2,0.75,-0.287682
3161001,2370751,2,0.75,-0.287682
3162001,2371501,2,0.75,-0.287682
3163001,2372251,2,0.75,-0.287682
3164001,2373001,2,0.75,-0.287682
3165001,2373751,2,0.75,-0.287682
3166001,2374501,2,0.75,-0.287682
3167001,2375251,2,0.75,-0.287682
3168001,2376001,2,0.75,-0.287682
3169001,2376751,2,0.75,-0.287682
3170001,2377501,2,0.75,-0.287682
3171001,2378251,2,0.75,-0.287682
3172001,2379001,2,0.75,-0.287682
3173001,2379751,2,0.75,-0.287682
3174001,2380501,2,0.75,-0.287682
3175001,2381251,2,0.75,-0.287682
3176001,2382001,2,0.75,-0.287682
3177001,2382751,2,0.75,-0.287682
3178001,2383501,2,0.75,-0.287682
3179001,2384251,2,0.75,-0.287682
3180001,2385001,2,0.75,-0.287682
3181001,2385751,2,0.75,-0.287682
3182001,2386501,2,0.75,-0.287682
3183001,2387251,2,0.75,-0.287682
3184001,2388001,2,0.75,-0.287682
3185001,2388751,2,0.75,-0.287682
3186001,2389501,2,0.75,-0.287682
3187001,2390251,2,0.75,-0.287682
3188001,2391001,2,0.75,-0.287682
3189001,2391751,2,0.75,-0.287682
3190001,2392501,2,0.75,-0.287682
3191001,2393251,2,0.75,-0.287682
3192001,2394001,2,0.75,-0.287682
3193001,2394751,2,0.75,-0.287682
3194001,2395501,2,0.75,-0.287682
3195001,2396251,2,0.75,-0.287682
3196001,2397001,2,0.75,-0.287682
3197001,2397751,2,0.75,-0.287682
3198001,2398501,2,0.75,-0.287682
3199001,2399251,2,0.75,-0.287682
3200001,2400001,2,0.75,-0.287682
3201001,2400751,2,0.75,-0.287682
3202001,2401501,2,0.75,-0.287682
3203001,2402251,2,0.75,-0.287682
3204001,2403001,2,0.75,-0.287682
3205001,2403751,2,0.75,-0.287682
3206001,2404501,2,0.75,-0.287682
3207001,2405251,2,0.75,-0.287682
3208001,2406001,2,0.75,-0.287682
3209001,2406751,2,0.75,-0.287682
3210001,2407501,2,0.75,-0.287682
3211001,2408251,2,0.75,-0.287682
3212001,2409001,2,0.75,-0.287682
3213001,2409751,2,0.75,-0.287682
3214001,2410501,2,0.75,-0.287682
3215001,2411251,2,0.75,-0.287682
3216001,2412001,2,0.75,-0.287682
3217001,2412751,2,0.75,-0.287682
3218001,2413501,2,0.75,-0.287682
3219001,2414251,2,0.75,-0.287682
3220001,2415001,2,0.75,-0.287682
3221001,2415751,2,0.75,-0.287682
3222001,2416501,2,0.75,-0.287682
3223001,2417251,2,0.75,-0.287682
3224001,2418001,2,0.75,-0.287682
3225001,2418751,2,0.75,-0.287682
3226001,2419501,2,0.75,-0.287682
3227001,2420251,2,0.75,-0.287682
3228001,2421001,2,0.75,-0.287682
3229001,2421751,2,0.75,-0.287682
3230001,2422501,2,0.75,-0.287682
3231001,2423251,2,0.75,-0.287682
3232001,2424001,2,0.75,-0.287682
3233001,2424751,2,0.75,-0.287682
3234001,2425501,2,0.75,-0.287682
3235001,2426251,2,0.75,-0.287682
3236001,2427001,2,0.75,-0.287682
3237001,2427751,2,0.75,-0.287682
3238001,2428501,2,0.75,-0.287682
3239001,2429251,2,0.75,-0.287682
3240001,2430001,2,0.75,-0.287682
3241001,2430751,2,0.75,-0.287682
3242001,2431501,2,0.75,-0.287682
3243001,2432251,2,0.75,-0.287682
3244001,2433001,2,0.75,-0.287682
3245001,2433751,2,0.75,-0.287682
3246001,2434501,2,0.75,-0.287682
3247001,2435251,2,0.75,-0.287682
3248001,2436001,2,0.75,-0.287682
3249001,2436751,2,0.75,-0.287682
3250001,2437501,2,0.75,-0.287682
3251001,2438251,2,0.75,-0.287682
3252001,2439001,2,0.75,-0.287682
3253001,2439751,2,0.75,-0.287682
3254001,2440501,2,0.75,-0.287682
3255001,2441251,2,0.75,-0.287682
3256001,2442001,2,0.75,-0.287682
3257001,2442751,2,0.75,-0.287682
3258001,2443501,2,0.75,-0.287682
3259001,2444251,2,0.75,-0.287682
3260001,2445001,2,0.75,-0.287682
3261001,2445751,2,0.75,-0.287682
3262001,2446501,2,0.75,-0.287682
3263001,2447251,2,0.75,-0.287682
3264001,2448001,2,0.75,-0.287682
3265001,2448751,2,0.75,-0.287682
3266001,2449501,2,0.75,-0.287682
3267001,2450251,2,0.75,-0.287682
3268001,2451001,2,0.75,-0.287682
3269001,2451751,2,0.75,-0.287682
3270001,2452501,2,0.75,-0.287682
3271001,2453251,2,0.75,-0.287682
3272001,2454001,2,0.75,-0.287682
3273001,2454751,2,0.75,-0.287682
3274001,2455501,2,0.75,-0.287682
3275001,2456251,2,0.75,-0.287682
3276001,2457001,2,0.75,-0.287682
3277001,2457751,2,0.75,-0.287682
3278001,2458501,2,0.75,-0.287682
3279001,2459251,2,0.75,-0.287682
3280001,2460001,2,0.75,-0.287682
3281001,2460751,2,0.75,-0.287682
3282001,2461501,2,0.75,-0.287682
3283001,2462251,2,0.75,-0.287682
3284001,2463001,2,0.75,-0.287682
3285001,2463751,2,0.75,-0.287682
3286001,2464501,2,0.75,-0.287682
3287001,2465251,2,0.75,-0.287682
3288001,2466001,2,0.75,-0.287682
3289001,2466751,2,0.75,-0.287682
3290001,2467501,2,0.75,-0.287682
3291001,2468251,2,0.75,-0.287682
3292001,2469001,2,0.75,-0.287682
3293001,2469751,2,0.75,-0.287682
3294001,2470501,2,0.75,-0.287682
3295001,2471251,2,0.75,-0.287682
3296001,2472001,2,0.75,-0.287682
3297001,2472751,2,0.75,-0.287682
3298001,2473501,2,0.75,-0.287682
3299001,2474251,2,0.75,-0.287682
3300001,2475001,2,0.75,-0.287682
3301001,2475751,2,0.75,-0.287682
3302001,2476501,2,0.75,-0.287682
3303001,2477251,2,0.75,-0.287682
3304001,2478001,2,0.75,-0.287682
3305001,2478751,2,0.75,-0.287682
3306001,2479501,2,0.75,-0.287682
3307001,2480251,2,0.75,-0.287682
3308001,2481001,2,0.75,-0.287682
3309001,2481751,2,0.75,-0.287682
3310001,2482501,2,0.75,-0.287682
3311001,2483251,2,0.75,-0.287682
3312001,2484001,2,0.75,-0.287682
3313001,2484751,2,0.75,-0.287682
3314001,2485501,2,0.75,-0.287682
3315001,2486251,2,0.75,-0.287682
3316001,2487001,2,0.75,-0.287682
3317001,2487751,2,0.75,-0.287682
3318001,2488501,2,0.75,-0.287682
3319001,2489251,2,0.75,-0.287682
3320001,2490001,2,0.75,-0.287682
3321001,2490751,2,0.75,-0.287682
3322001,2491501,2,0.75,-0.287682
3323001,2492251,2,0.75,-0.287682
3324001,2493001,2,0.75,-0.287682
3325001,2493751,2,0.75,-0.287682
3326001,2494501,2,0.75,-0.287682
3327001,2495251,2,0.75,-0.287682
3328001,2496001,2,0.75,-0.287682
3329001,2496751,2,0.75,-0.287682
3330001,2497501,2,0.75,-0.287682
3331001,2498251,2,0.75,-0.287682
3332001,2499001,2,0.75,-0.287682
3333001,2499751,2,0.75,-0.287682
3334001,2500501,2,0.75,-0.287682
3335001,2501251,2,0.75,-0.287682
3336001,2502001,2,0.75,-0.287682
3337001,2502751,2,0.75,-0.287682
3338001,2503501,2,0.75,-0.287682
3339001,2504251,2,0.75,-0.287682
3340001,2505001,2,0.75,-0.287682
3341001,2505751,2,0.75,-0.287682
3342001,2506501,2,0.75,-0.287682
3343001,2507251,2,0.75,-0.287682
3344001,2508001,2,0.75,-0.287682
3345001,2508751,2,0.75,-0.287682
3346001,2509501,2,0.75,-0.287682
3347001,2510251,2,0.75,-0.287682
3348001,2511001,2,0.75,-0.287682
3349001,2511751,2,0.75,-0.287682
3350001,2512501,2,0.75,-0.287682
3351001,2513251,2,0.75,-0.287682
3352001,2514001,2,0.75,-0.287682
3353001,2514751,2,0.75,-0.287682
3354001,2515501,2,0.75,-0.287682
3355001,2516251,2,0.75,-0.287682
3356001,2517001,2,0.75,-0.287682
3357001,2517751,2,0.75,-0.287682
3358001,2518501,2,0.75,-0.287682
3359001,2519251,2,0.75,-0.287682
3360001,2520001,2,0.75,-0.287682
3361001,2520751,2,0.75,-0.287682
3362001,2521501,2,0.75,-0.287682
3363001,2522251,2,0.75,-0.287682
3364001,2523001,2,0.75,-0.287682
3365001,2523751,2,0.75,-0.287682
3366001,2524501,2,0.75,-0.287682
3367001,2525251,2,0.75,-0.287682
3368001,2526001,2,0.75,-0.287682
3369001,2526751,2,0.75,-0.287682
3370001,2527501,2,0.75,-0.287682
3371001,2528251,2,0.75,-0.287682
3372001,2529001,2,0.75,-0.287682
3373001,2529751,2,0.75,-0.287682
3374001,2530501,2,0.75,-0.287682
3375001,2531251,2,0.75,-0.287682
3376001,2532001,2,0.75,-0.287682
3377001,2532751,2,0.75,-0.287682
3378001,2533501,2,0.75,-0.287682
3379001,2534251,2,0.75,-0.287682
3380001,2535001,2,0.75,-0.287682
3381001,2535751,2,0.75,-0.287682
3382001,2536501,2,0.75,-0.287682
3383001,2537251,2,0.75,-0.287682
3384001,2538001,2,0.75,-0.287682
3385001,2538751,2,0.75,-0.287682
3386001,2539501,2,0.75,-0.287682
3387001,2540251,2,0.75,-0.287682
3388001,2541001,2,0.75,-0.287682
3389001,2541751,2,0.75,-0.287682
3390001,2542501,2,0.75,-0.287682
3391001,2543251,2,0.75,-0.287682
3392001,2544001,2,0.75,-0.287682
3393001,2544751,2,0.75,-0.287682
3394001,2545501,2,0.75,-0.287682
3395001,2546251,2,0.75,-0.287682
3396001,2547001,2,0.75,-0.287682
3397001,2547751,2,0.75,-0.287682
3398001,2548501,2,0.75,-0.287682
3399001,2549251,2,0.75,-0.287682
3400001,2550001,2,0.75,-0.287682
3401001,2550751,2,0.75,-0.287682
3402001,2551501,2,0.75,-0.287682
3403001,2552251,2,0.75,-0.287682
3404001,2553001,2,0.75,-0.287682
3405001,2553751,2,0.75,-0.287682
3406001,2554501,2,0.75,-0.287682
3407001,2555251,2,0.75,-0.287682
3408001,2556001,2,0.75,-0.287682
3409001,2556751,2,0.75,-0.287682
3410001,2557501,2,0.75,-0.287682
3411001,2558251,2,0.75,-0.287682
3412001,2559001,2,0.75,-0.287682
3413001,2559751,2,0.75,-0.287682
3414001,2560501,2,0.75,-0.287682
3415001,2561251,2,0.75,-0.287682
3416001,2562001,2,0.75,-0.287682
3417001,2562751,2,0.75,-0.287682
3418001,2563501,2,0.75,-0.287682
3419001,2564251,2,0.75,-0.287682
3420001,2565001,2,0.75,-0.287682
3421001,2565751,2,0.75,-0.287682
3422001,2566501,2,0.75,-0.287682
3423001,2567251,2,0.75,-0.287682
3424001,2568001,2,0.75,-0.287682
3425001,2568751,2,0.75,-0.287682
3426001,2569501,2,0.75,-0.287682
3427001,2570251,2,0.75,-0.287682
3428001,2571001,2,0.75,-0.287682
3429001,2571751,2,0.75,-0.287682
3430001,2572501,2,0.75,-0.287682
3431001,2573251,2,0.75,-0.287682
3432001,2574001,2,0.75,-0.287682
3433001,2574751,2,0.75,-0.287682
3434001,2575501,2,0.75,-0.287682
3435001,2576251,2,0.75,-0.287682
3436001,2577001,2,0.75,-0.287682
3437001,2577751,2,0.75,-0.287682
