n,T_n,v_2,multiplier,log_drift
8354001,6265501,2,0.75,-0.287682
8355001,6266251,2,0.75,-0.287682
8356001,6267001,2,0.75,-0.287682
8357001,6267751,2,0.75,-0.287682
8358001,6268501,2,0.75,-0.287682
8359001,6269251,2,0.75,-0.287682
8360001,6270001,2,0.75,-0.287682
8361001,6270751,2,0.75,-0.287682
8362001,6271501,2,0.75,-0.287682
8363001,6272251,2,0.75,-0.287682
8364001,6273001,2,0.75,-0.287682
8365001,6273751,2,0.75,-0.287682
8366001,6274501,2,0.75,-0.287682
8367001,6275251,2,0.75,-0.287682
8368001,6276001,2,0.75,-0.287682
8369001,6276751,2,0.75,-0.287682
8370001,6277501,2,0.75,-0.287682
8371001,6278251,2,0.75,-0.287682
8372001,6279001,2,0.75,-0.287682
8373001,6279751,2,0.75,-0.287682
8374001,6280501,2,0.75,-0.287682
8375001,6281251,2,0.75,-0.287682
8376001,6282001,2,0.75,-0.287682
8377001,6282751,2,0.75,-0.287682
8378001,6283501,2,0.75,-0.287682
8379001,6284251,2,0.75,-0.287682
8380001,6285001,2,0.75,-0.287682
8381001,6285751,2,0.75,-0.287682
8382001,6286501,2,0.75,-0.287682
8383001,6287251,2,0.75,-0.287682
8384001,6288001,2,0.75,-0.287682
8385001,6288751,2,0.75,-0.287682
8386001,6289501,2,0.75,-0.287682
8387001,6290251,2,0.75,-0.287682
8388001,6291001,2,0.75,-0.287682
8389001,6291751,2,0.75,-0.287682
8390001,6292501,2,0.75,-0.287682
8391001,6293251,2,0.75,-0.287682
8392001,6294001,2,0.75,-0.287682
8393001,6294751,2,0.75,-0.287682
8394001,6295501,2,0.75,-0.287682
8395001,6296251,2,0.75,-0.287682
8396001,6297001,2,0.75,-0.287682
8397001,6297751,2,0.75,-0.287682
8398001,6298501,2,0.75,-0.287682
8399001,6299251,2,0.75,-0.287682
8400001,6300001,2,0.75,-0.287682
8401001,6300751,2,0.75,-0.287682
8402001,6301501,2,0.75,-0.287682
8403001,6302251,2,0.75,-0.287682
8404001,6303001,2,0.75,-0.287682
8405001,6303751,2,0.75,-0.287682
8406001,6304501,2,0.75,-0.287682
8407001,6305251,2,0.75,-0.287682
8408001,6306001,2,0.75,-0.287682
8409001,6306751,2,0.75,-0.287682
8410001,6307501,2,0.75,-0.287682
8411001,6308251,2,0.75,-0.287682
8412001,6309001,2,0.75,-0.287682
8413001,6309751,2,0.75,-0.287682
8414001,6310501,2,0.75,-0.287682
8415001,6311251,2,0.75,-0.287682
8416001,6312001,2,0.75,-0.287682
8417001,6312751,2,0.75,-0.287682
8418001,6313501,2,0.75,-0.287682
8419001,6314251,2,0.75,-0.287682
8420001,6315001,2,0.75,-0.287682
8421001,6315751,2,0.75,-0.287682
8422001,6316501,2,0.75,-0.287682
8423001,6317251,2,0.75,-0.287682
8424001,6318001,2,0.75,-0.287682
8425001,6318751,2,0.75,-0.287682
8426001,6319501,2,0.75,-0.287682
8427001,6320251,2,0.75,-0.287682
8428001,6321001,2,0.75,-0.287682
8429001,6321751,2,0.75,-0.287682
8430001,6322501,2,0.75,-0.287682
8431001,6323251,2,0.75,-0.287682
8432001,6324001,2,0.75,-0.287682
8433001,6324751,2,0.75,-0.287682
8434001,6325501,2,0.75,-0.287682
8435001,6326251,2,0.75,-0.287682
8436001,6327001,2,0.75,-0.287682
8437001,6327751,2,0.75,-0.287682
8438001,6328501,2,0.75,-0.287682
8439001,6329251,2,0.75,-0.287682
8440001,6330001,2,0.75,-0.287682
8441001,6330751,2,0.75,-0.287682
8442001,6331501,2,0.75,-0.287682
8443001,6332251,2,0.75,-0.287682
8444001,6333001,2,0.75,-0.287682
8445001,6333751,2,0.75,-0.287682
8446001,6334501,2,0.75,-0.287682
8447001,6335251,2,0.75,-0.287682
8448001,6336001,2,0.75,-0.287682
8449001,6336751,2,0.75,-0.287682
8450001,6337501,2,0.75,-0.287682
8451001,6338251,2,0.75,-0.287682
8452001,6339001,2,0.75,-0.287682
8453001,6339751,2,0.75,-0.287682
8454001,6340501,2,0.75,-0.287682
8455001,6341251,2,0.75,-0.287682
8456001,6342001,2,0.75,-0.287682
8457001,6342751,2,0.75,-0.287682
8458001,6343501,2,0.75,-0.287682
8459001,6344251,2,0.75,-0.287682
8460001,6345001,2,0.75,-0.287682
8461001,6345751,2,0.75,-0.287682
8462001,6346501,2,0.75,-0.287682
8463001,6347251,2,0.75,-0.287682
8464001,6348001,2,0.75,-0.287682
8465001,6348751,2,0.75,-0.287682
8466001,6349501,2,0.75,-0.287682
8467001,6350251,2,0.75,-0.287682
8468001,6351001,2,0.75,-0.287682
8469001,6351751,2,0.75,-0.287682
8470001,6352501,2,0.75,-0.287682
8471001,6353251,2,0.75,-0.287682
8472001,6354001,2,0.75,-0.287682
8473001,6354751,2,0.75,-0.287682
8474001,6355501,2,0.75,-0.287682
8475001,6356251,2,0.75,-0.287682
8476001,6357001,2,0.75,-0.287682
8477001,6357751,2,0.75,-0.287682
8478001,6358501,2,0.75,-0.287682
8479001,6359251,2,0.75,-0.287682
8480001,6360001,2,0.75,-0.287682
8481001,6360751,2,0.75,-0.287682
8482001,6361501,2,0.75,-0.287682
8483001,6362251,2,0.75,-0.287682
8484001,6363001,2,0.75,-0.287682
8485001,6363751,2,0.75,-0.287682
8486001,6364501,2,0.75,-0.287682
8487001,6365251,2,0.75,-0.287682
8488001,6366001,2,0.75,-0.287682
8489001,6366751,2,0.75,-0.287682
8490001,6367501,2,0.75,-0.287682
8491001,6368251,2,0.75,-0.287682
8492001,6369001,2,0.75,-0.287682
8493001,6369751,2,0.75,-0.287682
8494001,6370501,2,0.75,-0.287682
8495001,6371251,2,0.75,-0.287682
8496001,6372001,2,0.75,-0.287682
8497001,6372751,2,0.75,-0.287682
8498001,6373501,2,0.75,-0.287682
8499001,6374251,2,0.75,-0.287682
8500001,6375001,2,0.75,-0.287682
8501001,6375751,2,0.75,-0.287682
8502001,6376501,2,0.75,-0.287682
8503001,6377251,2,0.75,-0.287682
8504001,6378001,2,0.75,-0.287682
8505001,6378751,2,0.75,-0.287682
8506001,6379501,2,0.75,-0.287682
8507001,6380251,2,0.75,-0.287682
8508001,6381001,2,0.75,-0.287682
8509001,6381751,2,0.75,-0.287682
8510001,6382501,2,0.75,-0.287682
8511001,6383251,2,0.75,-0.287682
8512001,6384001,2,0.75,-0.287682
8513001,6384751,2,0.75,-0.287682
8514001,6385501,2,0.75,-0.287682
8515001,6386251,2,0.75,-0.287682
8516001,6387001,2,0.75,-0.287682
8517001,6387751,2,0.75,-0.287682
8518001,6388501,2,0.75,-0.287682
8519001,6389251,2,0.75,-0.287682
8520001,6390001,2,0.75,-0.287682
8521001,6390751,2,0.75,-0.287682
8522001,6391501,2,0.75,-0.287682
8523001,6392251,2,0.75,-0.287682
8524001,6393001,2,0.75,-0.287682
8525001,6393751,2,0.75,-0.287682
8526001,6394501,2,0.75,-0.287682
8527001,6395251,2,0.75,-0.287682
8528001,6396001,2,0.75,-0.287682
8529001,6396751,2,0.75,-0.287682
8530001,6397501,2,0.75,-0.287682
8531001,6398251,2,0.75,-0.287682
8532001,6399001,2,0.75,-0.287682
8533001,6399751,2,0.75,-0.287682
8534001,6400501,2,0.75,-0.287682
8535001,6401251,2,0.75,-0.287682
8536001,6402001,2,0.75,-0.287682
8537001,6402751,2,0.75,-0.287682
8538001,6403501,2,0.75,-0.287682
8539001,6404251,2,0.75,-0.287682
8540001,6405001,2,0.75,-0.287682
8541001,6405751,2,0.75,-0.287682
8542001,6406501,2,0.75,-0.287682
8543001,6407251,2,0.75,-0.287682
8544001,6408001,2,0.75,-0.287682
8545001,6408751,2,0.75,-0.287682
8546001,6409501,2,0.75,-0.287682
8547001,6410251,2,0.75,-0.287682
8548001,6411001,2,0.75,-0.287682
8549001,6411751,2,0.75,-0.287682
8550001,6412501,2,0.75,-0.287682
8551001,6413251,2,0.75,-0.287682
8552001,6414001,2,0.75,-0.287682
8553001,6414751,2,0.75,-0.287682
8554001,6415501,2,0.75,-0.287682
8555001,6416251,2,0.75,-0.287682
8556001,6417001,2,0.75,-0.287682
8557001,6417751,2,0.75,-0.287682
8558001,6418501,2,0.75,-0.287682
8559001,6419251,2,0.75,-0.287682
8560001,6420001,2,0.75,-0.287682
8561001,6420751,2,0.75,-0.287682
8562001,6421501,2,0.75,-0.287682
8563001,6422251,2,0.75,-0.287682
8564001,6423001,2,0.75,-0.287682
8565001,6423751,2,0.75,-0.287682
8566001,6424501,2,0.75,-0.287682
8567001,6425251,2,0.75,-0.287682
8568001,6426001,2,0.75,-0.287682
8569001,6426751,2,0.75,-0.287682
8570001,6427501,2,0.75,-0.287682
8571001,6428251,2,0.75,-0.287682
8572001,6429001,2,0.75,-0.287682
8573001,6429751,2,0.75,-0.287682
8574001,6430501,2,0.75,-0.287682
8575001,6431251,2,0.75,-0.287682
8576001,6432001,2,0.75,-0.287682
8577001,6432751,2,0.75,-0.287682
8578001,6433501,2,0.75,-0.287682
8579001,6434251,2,0.75,-0.287682
8580001,6435001,2,0.75,-0.287682
8581001,6435751,2,0.75,-0.287682
8582001,6436501,2,0.75,-0.287682
8583001,6437251,2,0.75,-0.287682
8584001,6438001,2,0.75,-0.287682
8585001,6438751,2,0.75,-0.287682
8586001,6439501,2,0.75,-0.287682
8587001,6440251,2,0.75,-0.287682
8588001,6441001,2,0.75,-0.287682
8589001,6441751,2,0.75,-0.287682
8590001,6442501,2,0.75,-0.287682
8591001,6443251,2,0.75,-0.287682
8592001,6444001,2,0.75,-0.287682
8593001,6444751,2,0.75,-0.287682
8594001,6445501,2,0.75,-0.287682
8595001,6446251,2,0.75,-0.287682
8596001,6447001,2,0.75,-0.287682
8597001,6447751,2,0.75,-0.287682
8598001,6448501,2,0.75,-0.287682
8599001,6449251,2,0.75,-0.287682
8600001,6450001,2,0.75,-0.287682
8601001,6450751,2,0.75,-0.287682
8602001,6451501,2,0.75,-0.287682
8603001,6452251,2,0.75,-0.287682
8604001,6453001,2,0.75,-0.287682
8605001,6453751,2,0.75,-0.287682
8606001,6454501,2,0.75,-0.287682
8607001,6455251,2,0.75,-0.287682
8608001,6456001,2,0.75,-0.287682
8609001,6456751,2,0.75,-0.287682
8610001,6457501,2,0.75,-0.287682
8611001,6458251,2,0.75,-0.287682
8612001,6459001,2,0.75,-0.287682
8613001,6459751,2,0.75,-0.287682
8614001,6460501,2,0.75,-0.287682
8615001,6461251,2,0.75,-0.287682
8616001,6462001,2,0.75,-0.287682
8617001,6462751,2,0.75,-0.287682
8618001,6463501,2,0.75,-0.287682
8619001,6464251,2,0.75,-0.287682
8620001,6465001,2,0.75,-0.287682
8621001,6465751,2,0.75,-0.287682
8622001,6466501,2,0.75,-0.287682
8623001,6467251,2,0.75,-0.287682
8624001,6468001,2,0.75,-0.287682
8625001,6468751,2,0.75,-0.287682
8626001,6469501,2,0.75,-0.287682
8627001,6470251,2,0.75,-0.287682
8628001,6471001,2,0.75,-0.287682
8629001,6471751,2,0.75,-0.287682
8630001,6472501,2,0.75,-0.287682
8631001,6473251,2,0.75,-0.287682
8632001,6474001,2,0.75,-0.287682
8633001,6474751,2,0.75,-0.287682
8634001,6475501,2,0.75,-0.287682
8635001,6476251,2,0.75,-0.287682
8636001,6477001,2,0.75,-0.287682
8637001,6477751,2,0.75,-0.287682
8638001,6478501,2,0.75,-0.287682
8639001,6479251,2,0.75,-0.287682
8640001,6480001,2,0.75,-0.287682
8641001,6480751,2,0.75,-0.287682
8642001,6481501,2,0.75,-0.287682
8643001,6482251,2,0.75,-0.287682
8644001,6483001,2,0.75,-0.287682
8645001,6483751,2,0.75,-0.287682
8646001,6484501,2,0.75,-0.287682
8647001,6485251,2,0.75,-0.287682
8648001,6486001,2,0.75,-0.287682
8649001,6486751,2,0.75,-0.287682
8650001,6487501,2,0.75,-0.287682
8651001,6488251,2,0.75,-0.287682
8652001,6489001,2,0.75,-0.287682
8653001,6489751,2,0.75,-0.287682
8654001,6490501,2,0.75,-0.287682
8655001,6491251,2,0.75,-0.287682
8656001,6492001,2,0.75,-0.287682
8657001,6492751,2,0.75,-0.287682
8658001,6493501,2,0.75,-0.287682
8659001,6494251,2,0.75,-0.287682
8660001,6495001,2,0.75,-0.287682
8661001,6495751,2,0.75,-0.287682
8662001,6496501,2,0.75,-0.287682
8663001,6497251,2,0.75,-0.287682
8664001,6498001,2,0.75,-0.287682
8665001,6498751,2,0.75,-0.287682
8666001,6499501,2,0.75,-0.287682
8667001,6500251,2,0.75,-0.287682
8668001,6501001,2,0.75,-0.287682
8669001,6501751,2,0.75,-0.287682
8670001,6502501,2,0.75,-0.287682
8671001,6503251,2,0.75,-0.287682
8672001,6504001,2,0.75,-0.287682
8673001,6504751,2,0.75,-0.287682
8674001,6505501,2,0.75,-0.287682
8675001,6506251,2,0.75,-0.287682
8676001,6507001,2,0.75,-0.287682
8677001,6507751,2,0.75,-0.287682
8678001,6508501,2,0.75,-0.287682
8679001,6509251,2,0.75,-0.287682
8680001,6510001,2,0.75,-0.287682
8681001,6510751,2,0.75,-0.287682
8682001,6511501,2,0.75,-0.287682
8683001,6512251,2,0.75,-0.287682
8684001,6513001,2,0.75,-0.287682
8685001,6513751,2,0.75,-0.287682
8686001,6514501,2,0.75,-0.287682
8687001,6515251,2,0.75,-0.287682
8688001,6516001,2,0.75,-0.287682
8689001,6516751,2,0.75,-0.287682
8690001,6517501,2,0.75,-0.287682
8691001,6518251,2,0.75,-0.287682
8692001,6519001,2,0.75,-0.287682
8693001,6519751,2,0.75,-0.287682
8694001,6520501,2,0.75,-0.287682
8695001,6521251,2,0.75,-0.287682
8696001,6522001,2,0.75,-0.287682
8697001,6522751,2,0.75,-0.287682
8698001,6523501,2,0.75,-0.287682
8699001,6524251,2,0.75,-0.287682
8700001,6525001,2,0.75,-0.287682
8701001,6525751,2,0.75,-0.287682
8702001,6526501,2,0.75,-0.287682
8703001,6527251,2,0.75,-0.287682
8704001,6528001,2,0.75,-0.287682
8705001,6528751,2,0.75,-0.287682
8706001,6529501,2,0.75,-0.287682
8707001,6530251,2,0.75,-0.287682
8708001,6531001,2,0.75,-0.287682
8709001,6531751,2,0.75,-0.287682
8710001,6532501,2,0.75,-0.287682
8711001,6533251,2,0.75,-0.287682
8712001,6534001,2,0.75,-0.287682
8713001,6534751,2,0.75,-0.287682
8714001,6535501,2,0.75,-0.287682
8715001,6536251,2,0.75,-0.287682
8716001,6537001,2,0.75,-0.287682
8717001,6537751,2,0.75,-0.287682
8718001,6538501,2,0.75,-0.287682
8719001,6539251,2,0.75,-0.287682
8720001,6540001,2,0.75,-0.287682
8721001,6540751,2,0.75,-0.287682
8722001,6541501,2,0.75,-0.287682
8723001,6542251,2,0.75,-0.287682
8724001,6543001,2,0.75,-0.287682
8725001,6543751,2,0.75,-0.287682
8726001,6544501,2,0.75,-0.287682
8727001,6545251,2,0.75,-0.287682
8728001,6546001,2,0.75,-0.287682
8729001,6546751,2,0.75,-0.287682
8730001,6547501,2,0.75,-0.287682
8731001,6548251,2,0.75,-0.287682
8732001,6549001,2,0.75,-0.287682
8733001,6549751,2,0.75,-0.287682
8734001,6550501,2,0.75,-0.287682
8735001,6551251,2,0.75,-0.287682
8736001,6552001,2,0.75,-0.287682
8737001,6552751,2,0.75,-0.287682
8738001,6553501,2,0.75,-0.287682
8739001,6554251,2,0.75,-0.287682
8740001,6555001,2,0.75,-0.287682
8741001,6555751,2,0.75,-0.287682
8742001,6556501,2,0.75,-0.287682
8743001,6557251,2,0.75,-0.287682
8744001,6558001,2,0.75,-0.287682
8745001,6558751,2,0.75,-0.287682
8746001,6559501,2,0.75,-0.287682
8747001,6560251,2,0.75,-0.287682
8748001,6561001,2,0.75,-0.287682
8749001,6561751,2,0.75,-0.287682
8750001,6562501,2,0.75,-0.287682
8751001,6563251,2,0.75,-0.287682
8752001,6564001,2,0.75,-0.287682
8753001,6564751,2,0.75,-0.287682
8754001,6565501,2,0.75,-0.287682
8755001,6566251,2,0.75,-0.287682
8756001,6567001,2,0.75,-0.287682
8757001,6567751,2,0.75,-0.287682
8758001,6568501,2,0.75,-0.287682
8759001,6569251,2,0.75,-0.287682
8760001,6570001,2,0.75,-0.287682
8761001,6570751,2,0.75,-0.287682
8762001,6571501,2,0.75,-0.287682
8763001,6572251,2,0.75,-0.287682
8764001,6573001,2,0.75,-0.287682
8765001,6573751,2,0.75,-0.287682
8766001,6574501,2,0.75,-0.287682
8767001,6575251,2,0.75,-0.287682
8768001,6576001,2,0.75,-0.287682
8769001,6576751,2,0.75,-0.287682
8770001,6577501,2,0.75,-0.287682
8771001,6578251,2,0.75,-0.287682
8772001,6579001,2,0.75,-0.287682
8773001,6579751,2,0.75,-0.287682
8774001,6580501,2,0.75,-0.287682
8775001,6581251,2,0.75,-0.287682
8776001,6582001,2,0.75,-0.287682
8777001,6582751,2,0.75,-0.287682
8778001,6583501,2,0.75,-0.287682
8779001,6584251,2,0.75,-0.287682
8780001,6585001,2,0.75,-0.287682
8781001,6585751,2,0.75,-0.287682
8782001,6586501,2,0.75,-0.287682
8783001,6587251,2,0.75,-0.287682
8784001,6588001,2,0.75,-0.287682
8785001,6588751,2,0.75,-0.287682
8786001,6589501,2,0.75,-0.287682
8787001,6590251,2,0.75,-0.287682
8788001,6591001,2,0.75,-0.287682
8789001,6591751,2,0.75,-0.287682
8790001,6592501,2,0.75,-0.287682
8791001,6593251,2,0.75,-0.287682
8792001,6594001,2,0.75,-0.287682
8793001,6594751,2,0.75,-0.287682
8794001,6595501,2,0.75,-0.287682
8795001,6596251,2,0.75,-0.287682
8796001,6597001,2,0.75,-0.287682
8797001,6597751,2,0.75,-0.287682
8798001,6598501,2,0.75,-0.287682
8799001,6599251,2,0.75,-0.287682
8800001,6600001,2,0.75,-0.287682
8801001,6600751,2,0.75,-0.287682
8802001,6601501,2,0.75,-0.287682
8803001,6602251,2,0.75,-0.287682
8804001,6603001,2,0.75,-0.287682
8805001,6603751,2,0.75,-0.287682
8806001,6604501,2,0.75,-0.287682
8807001,6605251,2,0.75,-0.287682
8808001,6606001,2,0.75,-0.287682
8809001,6606751,2,0.75,-0.287682
8810001,6607501,2,0.75,-0.287682
8811001,6608251,2,0.75,-0.287682
8812001,6609001,2,0.75,-0.287682
8813001,6609751,2,0.75,-0.287682
8814001,6610501,2,0.75,-0.287682
8815001,6611251,2,0.75,-0.287682
8816001,6612001,2,0.75,-0.287682
8817001,6612751,2,0.75,-0.287682
8818001,6613501,2,0.75,-0.287682
8819001,6614251,2,0.75,-0.287682
8820001,6615001,2,0.75,-0.287682
8821001,6615751,2,0.75,-0.287682
8822001,6616501,2,0.75,-0.287682
8823001,6617251,2,0.75,-0.287682
8824001,6618001,2,0.75,-0.287682
8825001,6618751,2,0.75,-0.287682
8826001,6619501,2,0.75,-0.287682
8827001,6620251,2,0.75,-0.287682
8828001,6621001,2,0.75,-0.287682
8829001,6621751,2,0.75,-0.287682
8830001,6622501,2,0.75,-0.287682
8831001,6623251,2,0.75,-0.287682
8832001,6624001,2,0.75,-0.287682
8833001,6624751,2,0.75,-0.287682
8834001,6625501,2,0.75,-0.287682
8835001,6626251,2,0.75,-0.287682
8836001,6627001,2,0.75,-0.287682
8837001,6627751,2,0.75,-0.287682
8838001,6628501,2,0.75,-0.287682
8839001,6629251,2,0.75,-0.287682
8840001,6630001,2,0.75,-0.287682
8841001,6630751,2,0.75,-0.287682
8842001,6631501,2,0.75,-0.287682
8843001,6632251,2,0.75,-0.287682
8844001,6633001,2,0.75,-0.287682
8845001,6633751,2,0.75,-0.287682
8846001,6634501,2,0.75,-0.287682
8847001,6635251,2,0.75,-0.287682
8848001,6636001,2,0.75,-0.287682
8849001,6636751,2,0.75,-0.287682
8850001,6637501,2,0.75,-0.287682
8851001,6638251,2,0.75,-0.287682
8852001,6639001,2,0.75,-0.287682
8853001,6639751,2,0.75,-0.287682
8854001,6640501,2,0.75,-0.287682
8855001,6641251,2,0.75,-0.287682
8856001,6642001,2,0.75,-0.287682
8857001,6642751,2,0.75,-0.287682
8858001,6643501,2,0.75,-0.287682
8859001,6644251,2,0.75,-0.287682
8860001,6645001,2,0.75,-0.287682
8861001,6645751,2,0.75,-0.287682
8862001,6646501,2,0.75,-0.287682
8863001,6647251,2,0.75,-0.287682
8864001,6648001,2,0.75,-0.287682
8865001,6648751,2,0.75,-0.287682
8866001,6649501,2,0.75,-0.287682
8867001,6650251,2,0.75,-0.287682
8868001,6651001,2,0.75,-0.287682
8869001,6651751,2,0.75,-0.287682
8870001,6652501,2,0.75,-0.287682
8871001,6653251,2,0.75,-0.287682
8872001,6654001,2,0.75,-0.287682
8873001,6654751,2,0.75,-0.287682
8874001,6655501,2,0.75,-0.287682
8875001,6656251,2,0.75,-0.287682
8876001,6657001,2,0.75,-0.287682
8877001,6657751,2,0.75,-0.287682
8878001,6658501,2,0.75,-0.287682
8879001,6659251,2,0.75,-0.287682
8880001,6660001,2,0.75,-0.287682
8881001,6660751,2,0.75,-0.287682
8882001,6661501,2,0.75,-0.287682
8883001,6662251,2,0.75,-0.287682
8884001,6663001,2,0.75,-0.287682
8885001,6663751,2,0.75,-0.287682
8886001,6664501,2,0.75,-0.287682
8887001,6665251,2,0.75,-0.287682
8888001,6666001,2,0.75,-0.287682
8889001,6666751,2,0.75,-0.287682
8890001,6667501,2,0.75,-0.287682
8891001,6668251,2,0.75,-0.287682
8892001,6669001,2,0.75,-0.287682
8893001,6669751,2,0.75,-0.287682
8894001,6670501,2,0.75,-0.287682
8895001,6671251,2,0.75,-0.287682
8896001,6672001,2,0.75,-0.287682
8897001,6672751,2,0.75,-0.287682
8898001,6673501,2,0.75,-0.287682
8899001,6674251,2,0.75,-0.287682
8900001,6675001,2,0.75,-0.287682
8901001,6675751,2,0.75,-0.287682
8902001,6676501,2,0.75,-0.287682
8903001,6677251,2,0.75,-0.287682
8904001,6678001,2,0.75,-0.287682
8905001,6678751,2,0.75,-0.287682
8906001,6679501,2,0.75,-0.287682
8907001,6680251,2,0.75,-0.287682
8908001,6681001,2,0.75,-0.287682
8909001,6681751,2,0.75,-0.287682
8910001,6682501,2,0.75,-0.287682
8911001,6683251,2,0.75,-0.287682
8912001,6684001,2,0.75,-0.287682
8913001,6684751,2,0.75,-0.287682
8914001,6685501,2,0.75,-0.287682
8915001,6686251,2,0.75,-0.287682
8916001,6687001,2,0.75,-0.287682
8917001,6687751,2,0.75,-0.287682
8918001,6688501,2,0.75,-0.287682
8919001,6689251,2,0.75,-0.287682
8920001,6690001,2,0.75,-0.287682
8921001,6690751,2,0.75,-0.287682
8922001,6691501,2,0.75,-0.287682
8923001,6692251,2,0.75,-0.287682
8924001,6693001,2,0.75,-0.287682
8925001,6693751,2,0.75,-0.287682
8926001,6694501,2,0.75,-0.287682
8927001,6695251,2,0.75,-0.287682
8928001,6696001,2,0.75,-0.287682
8929001,6696751,2,0.75,-0.287682
8930001,6697501,2,0.75,-0.287682
8931001,6698251,2,0.75,-0.287682
8932001,6699001,2,0.75,-0.287682
8933001,6699751,2,0.75,-0.287682
8934001,6700501,2,0.75,-0.287682
8935001,6701251,2,0.75,-0.287682
8936001,6702001,2,0.75,-0.287682
8937001,6702751,2,0.75,-0.287682
8938001,6703501,2,0.75,-0.287682
8939001,6704251,2,0.75,-0.287682
8940001,6705001,2,0.75,-0.287682
8941001,6705751,2,0.75,-0.287682
8942001,6706501,2,0.75,-0.287682
8943001,6707251,2,0.75,-0.287682
8944001,6708001,2,0.75,-0.287682
8945001,6708751,2,0.75,-0.287682
8946001,6709501,2,0.75,-0.287682
8947001,6710251,2,0.75,-0.287682
8948001,6711001,2,0.75,-0.287682
8949001,6711751,2,0.75,-0.287682
8950001,6712501,2,0.75,-0.287682
8951001,6713251,2,0.75,-0.287682
8952001,6714001,2,0.75,-0.287682
8953001,6714751,2,0.75,-0.287682
8954001,6715501,2,0.75,-0.287682
8955001,6716251,2,0.75,-0.287682
8956001,6717001,2,0.75,-0.287682
8957001,6717751,2,0.75,-0.287682
8958001,6718501,2,0.75,-0.287682
8959001,6719251,2,0.75,-0.287682
8960001,6720001,2,0.75,-0.287682
8961001,6720751,2,0.75,-0.287682
8962001,6721501,2,0.75,-0.287682
8963001,6722251,2,0.75,-0.287682
8964001,6723001,2,0.75,-0.287682
8965001,6723751,2,0.75,-0.287682
8966001,6724501,2,0.75,-0.287682
8967001,6725251,2,0.75,-0.287682
8968001,6726001,2,0.75,-0.287682
8969001,6726751,2,0.75,-0.287682
8970001,6727501,2,0.75,-0.287682
8971001,6728251,2,0.75,-0.287682
8972001,6729001,2,0.75,-0.287682
8973001,6729751,2,0.75,-0.287682
8974001,6730501,2,0.75,-0.287682
8975001,6731251,2,0.75,-0.287682
8976001,6732001,2,0.75,-0.287682
8977001,6732751,2,0.75,-0.287682
8978001,6733501,2,0.75,-0.287682
8979001,6734251,2,0.75,-0.287682
8980001,6735001,2,0.75,-0.287682
8981001,6735751,2,0.75,-0.287682
8982001,6736501,2,0.75,-0.287682
8983001,6737251,2,0.75,-0.287682
8984001,6738001,2,0.75,-0.287682
8985001,6738751,2,0.75,-0.287682
8986001,6739501,2,0.75,-0.287682
8987001,6740251,2,0.75,-0.287682
8988001,6741001,2,0.75,-0.287682
8989001,6741751,2,0.75,-0.287682
8990001,6742501,2,0.75,-0.287682
8991001,6743251,2,0.75,-0.287682
8992001,6744001,2,0.75,-0.287682
8993001,6744751,2,0.75,-0.287682
8994001,6745501,2,0.75,-0.287682
8995001,6746251,2,0.75,-0.287682
8996001,6747001,2,0.75,-0.287682
8997001,6747751,2,0.75,-0.287682
8998001,6748501,2,0.75,-0.287682
8999001,6749251,2,0.75,-0.287682
9000001,6750001,2,0.75,-0.287682
9001001,6750751,2,0.75,-0.287682
9002001,6751501,2,0.75,-0.287682
9003001,6752251,2,0.75,-0.287682
9004001,6753001,2,0.75,-0.287682
9005001,6753751,2,0.75,-0.287682
9006001,6754501,2,0.75,-0.287682
9007001,6755251,2,0.75,-0.287682
9008001,6756001,2,0.75,-0.287682
9009001,6756751,2,0.75,-0.287682
9010001,6757501,2,0.75,-0.287682
9011001,6758251,2,0.75,-0.287682
9012001,6759001,2,0.75,-0.287682
9013001,6759751,2,0.75,-0.287682
9014001,6760501,2,0.75,-0.287682
9015001,6761251,2,0.75,-0.287682
9016001,6762001,2,0.75,-0.287682
9017001,6762751,2,0.75,-0.287682
9018001,6763501,2,0.75,-0.287682
9019001,6764251,2,0.75,-0.287682
9020001,6765001,2,0.75,-0.287682
9021001,6765751,2,0.75,-0.287682
9022001,6766501,2,0.75,-0.287682
9023001,6767251,2,0.75,-0.287682
9024001,6768001,2,0.75,-0.287682
9025001,6768751,2,0.75,-0.287682
9026001,6769501,2,0.75,-0.287682
9027001,6770251,2,0.75,-0.287682
9028001,6771001,2,0.75,-0.287682
9029001,6771751,2,0.75,-0.287682
9030001,6772501,2,0.75,-0.287682
9031001,6773251,2,0.75,-0.287682
9032001,6774001,2,0.75,-0.287682
9033001,6774751,2,0.75,-0.287682
9034001,6775501,2,0.75,-0.287682
9035001,6776251,2,0.75,-0.287682
9036001,6777001,2,0.75,-0.287682
9037001,6777751,2,0.75,-0.287682
9038001,6778501,2,0.75,-0.287682
9039001,6779251,2,0.75,-0.287682
9040001,6780001,2,0.75,-0.287682
9041001,6780751,2,0.75,-0.287682
9042001,6781501,2,0.75,-0.287682
9043001,6782251,2,0.75,-0.287682
9044001,6783001,2,0.75,-0.287682
9045001,6783751,2,0.75,-0.287682
9046001,6784501,2,0.75,-0.287682
9047001,6785251,2,0.75,-0.287682
9048001,6786001,2,0.75,-0.287682
9049001,6786751,2,0.75,-0.287682
9050001,6787501,2,0.75,-0.287682
9051001,6788251,2,0.75,-0.287682
9052001,6789001,2,0.75,-0.287682
