residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
221,977,93.5527,2.0746,-0.3394,0.9640,-0.2877
223,977,103.8168,2.0081,-0.2933,0.9946,-0.2877
225,977,110.6100,1.9674,-0.2651,1.0112,-0.2877
227,977,66.1965,2.5798,-0.6896,0.9036,-0.2877
229,977,88.4084,2.1248,-0.3742,0.9361,-0.2877
231,977,101.9324,2.0166,-0.2992,0.9874,-0.2877
233,977,96.4790,2.0596,-0.3290,0.9714,-0.2877
235,977,102.2723,2.0147,-0.2979,0.9829,-0.2877
237,977,80.1402,2.2384,-0.4529,0.9044,-0.2877
239,977,117.1760,1.9392,-0.2456,1.0329,-0.2877
241,977,78.7021,2.2459,-0.4581,0.8947,-0.2877
243,977,96.3091,2.0606,-0.3297,0.9689,-0.2877
245,977,78.7021,2.2459,-0.4581,0.9227,-0.2877
247,977,87.5548,2.1436,-0.3872,0.9367,-0.2877
249,977,95.0276,2.0644,-0.3323,0.9618,-0.2877
251,977,112.0614,1.9602,-0.2601,1.0142,-0.2877
253,977,95.4831,2.0622,-0.3308,0.9798,-0.2877
255,977,109.4432,1.9699,-0.2668,1.0265,-0.2877
257,977,87.0082,2.1419,-0.3860,0.9121,-0.2877
259,977,97.5476,2.0497,-0.3221,0.9780,-0.2877
261,977,73.5885,2.3696,-0.5439,0.8595,-0.2877
263,977,105.6213,1.9942,-0.2837,0.9971,-0.2877
265,977,96.4043,2.0607,-0.3297,0.9582,-0.2877
267,977,88.5691,2.1349,-0.3812,0.9249,-0.2877
269,977,81.2160,2.2265,-0.4447,0.9024,-0.2877
271,977,88.1146,2.1393,-0.3842,0.9726,-0.2877
273,977,81.2160,2.2265,-0.4447,0.8829,-0.2877
275,977,103.0174,2.0096,-0.2943,0.9944,-0.2877
277,977,73.1515,2.3519,-0.5316,0.8764,-0.2877
279,977,88.1740,2.1338,-0.3804,0.9619,-0.2877
281,977,96.6325,2.0622,-0.3308,0.9682,-0.2877
283,977,112.3347,1.9580,-0.2586,1.0212,-0.2877
285,977,97.2344,2.0599,-0.3292,0.9622,-0.2877
287,977,96.9007,2.0497,-0.3221,0.9894,-0.2877
289,977,81.1095,2.2240,-0.4430,0.9212,-0.2877
291,977,88.5169,2.1278,-0.3763,0.9545,-0.2877
293,977,88.5169,2.1278,-0.3763,0.9462,-0.2877
295,977,95.7380,2.0663,-0.3336,0.9659,-0.2877
297,977,103.8147,2.0030,-0.2898,0.9946,-0.2877
299,977,95.3593,2.0623,-0.3309,0.9613,-0.2877
301,977,73.1515,2.3519,-0.5316,0.8692,-0.2877
303,977,103.8792,2.0072,-0.2927,0.9837,-0.2877
305,977,88.3193,2.1391,-0.3841,0.9339,-0.2877
307,977,88.3193,2.1391,-0.3841,0.9283,-0.2877
309,977,79.3777,2.2369,-0.4519,0.9114,-0.2877
311,977,100.9099,2.0252,-0.3051,0.9895,-0.2877
313,977,102.4729,2.0123,-0.2962,0.9829,-0.2877
315,977,79.6510,2.2335,-0.4495,0.9435,-0.2877
317,977,86.9079,2.1439,-0.3874,0.9328,-0.2877
319,977,110.5865,1.9689,-0.2661,1.0186,-0.2877
321,977,79.3777,2.2369,-0.4519,0.8982,-0.2877
323,977,95.8475,2.0630,-0.3314,0.9756,-0.2877
325,977,87.7840,2.1396,-0.3844,0.9426,-0.2877
327,977,109.9069,1.9735,-0.2693,1.0107,-0.2877
329,977,96.1484,2.0648,-0.3326,0.9609,-0.2877
331,977,87.7840,2.1396,-0.3844,0.9510,-0.2877
333,977,95.3900,2.0652,-0.3329,0.9686,-0.2877
335,977,102.3726,2.0138,-0.2973,0.9922,-0.2877
337,977,102.4043,2.0134,-0.2970,0.9917,-0.2877
339,977,110.6489,1.9671,-0.2648,1.0193,-0.2877
341,977,58.0368,3.0244,-0.9978,0.8246,-0.2877
343,977,87.6970,2.1295,-0.3774,0.9424,-0.2877
345,977,88.7421,2.1216,-0.3720,0.9376,-0.2877
347,977,94.7963,2.0671,-0.3342,0.9706,-0.2877
349,977,81.5087,2.2120,-0.4347,0.9066,-0.2877
351,977,95.7431,2.0556,-0.3262,0.9938,-0.2877
353,977,96.4166,2.0583,-0.3281,0.9580,-0.2877
355,977,81.1412,2.2249,-0.4436,0.9271,-0.2877
357,977,81.1412,2.2249,-0.4436,0.9125,-0.2877
359,977,107.7247,1.9788,-0.2730,1.0129,-0.2877
361,977,88.2579,2.1267,-0.3755,0.9707,-0.2877
363,977,95.9273,2.0586,-0.3283,0.9630,-0.2877
365,977,95.3153,2.0602,-0.3294,0.9619,-0.2877
367,977,95.6387,2.0628,-0.3312,0.9883,-0.2877
369,977,72.7707,2.3757,-0.5481,0.8670,-0.2877
371,977,88.4063,2.1355,-0.3816,0.9289,-0.2877
373,977,72.7707,2.3757,-0.5481,0.8863,-0.2877
375,977,95.1044,2.0751,-0.3397,0.9677,-0.2877
377,977,110.5640,1.9675,-0.2652,1.0118,-0.2877
379,977,95.1157,2.0681,-0.3349,0.9557,-0.2877
381,977,88.9898,2.1300,-0.3778,0.9594,-0.2877
383,977,103.2405,2.0088,-0.2938,1.0161,-0.2877
385,977,88.2149,2.1291,-0.3772,0.9299,-0.2877
387,977,79.5957,2.2437,-0.4566,0.8955,-0.2877
389,977,88.3316,2.1336,-0.3803,0.9421,-0.2877
391,977,79.5957,2.2437,-0.4566,0.9398,-0.2877
393,977,96.3644,2.0655,-0.3331,0.9701,-0.2877
395,977,97.2180,2.0535,-0.3248,0.9709,-0.2877
397,977,72.4084,2.3793,-0.5506,0.8681,-0.2877
399,977,87.5169,2.1484,-0.3905,0.9523,-0.2877
401,977,81.2579,2.2206,-0.4406,0.8887,-0.2877
403,977,81.2579,2.2206,-0.4406,0.9343,-0.2877
405,977,72.4084,2.3793,-0.5506,0.8862,-0.2877
407,977,87.6653,2.1412,-0.3855,0.9715,-0.2877
409,977,87.6653,2.1412,-0.3855,0.9249,-0.2877
411,977,101.1351,2.0202,-0.3017,0.9898,-0.2877
413,977,101.0747,2.0232,-0.3038,0.9876,-0.2877
415,977,111.7369,1.9626,-0.2618,1.0141,-0.2877
417,977,95.9570,2.0615,-0.3303,0.9502,-0.2877
419,977,86.5548,2.1428,-0.3867,0.9498,-0.2877
421,977,86.5548,2.1428,-0.3867,0.9535,-0.2877
423,977,95.3767,2.0639,-0.3320,0.9691,-0.2877
425,977,103.2098,2.0065,-0.2922,1.0025,-0.2877
427,977,102.4882,2.0138,-0.2972,0.9821,-0.2877
429,977,88.1566,2.1432,-0.3870,0.9232,-0.2877
431,977,94.7953,2.0679,-0.3348,0.9720,-0.2877
433,977,78.8332,2.2505,-0.4613,0.8847,-0.2877
435,977,78.8332,2.2505,-0.4613,0.9084,-0.2877
437,977,86.2948,2.1467,-0.3894,0.9485,-0.2877
439,977,94.3808,2.0705,-0.3365,0.9662,-0.2877
441,977,78.8332,2.2505,-0.4613,0.9134,-0.2877
443,977,96.7902,2.0594,-0.3289,0.9619,-0.2877
445,977,95.8526,2.0602,-0.3294,0.9693,-0.2877
447,977,117.5885,1.9369,-0.2440,1.0319,-0.2877
449,977,95.1730,2.0626,-0.3311,0.9593,-0.2877
451,977,104.0235,2.0061,-0.2919,1.0065,-0.2877
453,977,66.0491,2.5791,-0.6891,0.8324,-0.2877
455,977,95.9181,2.0633,-0.3315,0.9573,-0.2877
457,977,88.9038,2.1292,-0.3773,0.9437,-0.2877
459,977,88.3808,2.1368,-0.3825,0.9339,-0.2877
461,977,80.5005,2.2322,-0.4486,0.8814,-0.2877
463,977,102.3245,2.0183,-0.3004,0.9905,-0.2877
465,977,80.5005,2.2322,-0.4486,0.9087,-0.2877
467,977,97.0215,2.0580,-0.3279,0.9687,-0.2877
469,977,73.0614,2.3573,-0.5353,0.9009,-0.2877
471,977,95.2303,2.0654,-0.3330,0.9797,-0.2877
473,977,80.1453,2.2375,-0.4523,0.9235,-0.2877
475,977,87.7369,2.1362,-0.3821,0.9682,-0.2877
477,977,80.1453,2.2375,-0.4523,0.8967,-0.2877
479,977,110.6049,1.9716,-0.2680,1.0195,-0.2877
481,977,95.3163,2.0633,-0.3316,0.9691,-0.2877
483,977,73.0614,2.3573,-0.5353,0.9009,-0.2877
485,977,94.6878,2.0667,-0.3339,0.9744,-0.2877
487,977,102.6970,2.0145,-0.2977,0.9912,-0.2877
489,977,102.0502,2.0204,-0.3018,0.9881,-0.2877
491,977,112.0819,1.9630,-0.2620,1.0136,-0.2877
493,977,88.2620,2.1371,-0.3827,0.9247,-0.2877
495,977,108.8506,1.9730,-0.2689,1.0093,-0.2877
497,977,79.9488,2.2270,-0.4450,0.9092,-0.2877
499,977,87.8895,2.1444,-0.3878,0.9384,-0.2877
501,977,87.3951,2.1349,-0.3812,0.9592,-0.2877
503,977,102.8086,2.0094,-0.2942,0.9940,-0.2877
505,977,94.2487,2.0767,-0.3408,0.9518,-0.2877
507,977,94.1105,2.0758,-0.3402,0.9669,-0.2877
509,977,102.1290,2.0143,-0.2976,0.9985,-0.2877
511,977,118.6919,1.9282,-0.2379,1.0385,-0.2877
513,977,95.4350,2.0629,-0.3312,0.9503,-0.2877
515,977,80.1341,2.2213,-0.4411,0.9074,-0.2877
517,977,89.0604,2.1179,-0.3694,0.9395,-0.2877
519,977,94.3429,2.0730,-0.3383,0.9575,-0.2877
521,977,86.7226,2.1461,-0.3890,0.9433,-0.2877
523,977,89.0604,2.1179,-0.3694,0.9341,-0.2877
525,977,72.8956,2.3706,-0.5446,0.8481,-0.2877
527,977,97.0850,2.0505,-0.3227,0.9951,-0.2877
529,977,72.8956,2.3706,-0.5446,0.8648,-0.2877
531,977,95.9263,2.0643,-0.3322,0.9593,-0.2877
533,977,79.4964,2.2411,-0.4548,0.9229,-0.2877
535,977,88.5200,2.1296,-0.3775,0.9545,-0.2877
537,977,88.5200,2.1296,-0.3775,0.9417,-0.2877
539,977,102.2712,2.0132,-0.2968,1.0004,-0.2877
541,977,80.0440,2.2308,-0.4477,0.9067,-0.2877
543,977,101.6397,2.0184,-0.3004,0.9883,-0.2877
545,977,87.3388,2.1421,-0.3862,0.9244,-0.2877
547,977,79.4964,2.2411,-0.4548,0.9113,-0.2877
549,977,93.7503,2.0768,-0.3409,0.9709,-0.2877
551,977,86.7226,2.1452,-0.3883,0.9660,-0.2877
553,977,109.4821,1.9728,-0.2689,1.0114,-0.2877
555,977,79.4964,2.2411,-0.4548,0.9166,-0.2877
557,977,87.7451,2.1442,-0.3876,0.9252,-0.2877
559,977,110.1064,1.9698,-0.2667,1.0118,-0.2877
561,977,95.5568,2.0685,-0.3352,0.9733,-0.2877
563,977,95.5568,2.0685,-0.3352,0.9684,-0.2877
565,977,65.4278,2.5905,-0.6970,0.8255,-0.2877
567,977,112.0645,1.9601,-0.2600,1.0209,-0.2877
569,977,95.6673,2.0604,-0.3295,0.9505,-0.2877
571,977,87.7298,2.1338,-0.3805,0.9420,-0.2877
573,977,89.2620,2.1309,-0.3784,0.9460,-0.2877
575,977,95.7308,2.0569,-0.3272,1.0055,-0.2877
577,976,80.1506,2.2344,-0.4502,0.8863,-0.2877
579,976,80.1506,2.2344,-0.4502,0.9267,-0.2877
581,976,80.0164,2.2342,-0.4500,0.8897,-0.2877
583,976,96.0973,2.0616,-0.3304,0.9717,-0.2877
585,976,93.0922,2.0756,-0.3401,0.9635,-0.2877
587,976,80.0164,2.2342,-0.4500,0.9244,-0.2877
589,976,80.0164,2.2342,-0.4500,0.8977,-0.2877
591,976,95.3842,2.0674,-0.3344,0.9684,-0.2877
593,976,96.3699,2.0602,-0.3294,0.9600,-0.2877
595,976,96.3699,2.0602,-0.3294,0.9804,-0.2877
597,976,72.4641,2.3776,-0.5494,0.9144,-0.2877
599,976,86.5318,2.1450,-0.3882,0.9405,-0.2877
601,976,94.1803,2.0722,-0.3377,0.9722,-0.2877
603,976,101.8197,2.0229,-0.3035,0.9851,-0.2877
605,976,73.4395,2.3579,-0.5358,0.8972,-0.2877
607,976,94.4980,2.0759,-0.3403,0.9764,-0.2877
609,976,88.4693,2.1329,-0.3798,0.9468,-0.2877
611,976,80.9559,2.2319,-0.4484,0.9353,-0.2877
613,976,80.9559,2.2319,-0.4484,0.9007,-0.2877
615,976,103.0051,2.0115,-0.2956,1.0028,-0.2877
617,976,101.7756,2.0175,-0.2998,0.9904,-0.2877
619,976,96.1455,2.0643,-0.3323,0.9577,-0.2877
621,976,92.6014,2.0818,-0.3444,0.9615,-0.2877
623,976,103.3852,2.0067,-0.2923,0.9923,-0.2877
625,976,72.4641,2.3776,-0.5494,0.8826,-0.2877
627,976,96.2336,2.0647,-0.3325,0.9606,-0.2877
629,976,85.0738,2.1544,-0.3947,0.9459,-0.2877
631,976,79.4139,2.2413,-0.4549,0.9292,-0.2877
633,976,94.9949,2.0674,-0.3344,0.9691,-0.2877
635,976,86.7633,2.1475,-0.3899,0.9433,-0.2877
637,976,102.9293,2.0114,-0.2956,0.9933,-0.2877
639,976,118.4570,1.9295,-0.2388,1.0332,-0.2877
641,976,104.5113,2.0040,-0.2905,0.9853,-0.2877
643,976,72.4641,2.3776,-0.5494,0.8853,-0.2877
645,976,88.2244,2.1276,-0.3761,0.9358,-0.2877
647,976,87.5523,2.1391,-0.3841,0.9408,-0.2877
649,976,102.4068,2.0150,-0.2981,0.9908,-0.2877
651,976,88.2244,2.1276,-0.3761,0.9424,-0.2877
653,976,79.4334,2.2361,-0.4513,0.9121,-0.2877
655,976,105.3473,2.0009,-0.2883,1.0080,-0.2877
657,976,88.2561,2.1300,-0.3778,0.9260,-0.2877
659,976,88.2561,2.1300,-0.3778,0.9370,-0.2877
661,976,86.8391,2.1448,-0.3880,0.9706,-0.2877
663,976,79.4334,2.2361,-0.4513,0.9492,-0.2877
665,976,94.3730,2.0801,-0.3432,0.9554,-0.2877
667,976,108.5010,1.9807,-0.2743,1.0098,-0.2877
669,976,94.8412,2.0660,-0.3334,0.9588,-0.2877
671,976,109.4631,1.9747,-0.2702,1.0145,-0.2877
673,976,94.5953,2.0692,-0.3356,0.9546,-0.2877
675,976,95.7080,2.0631,-0.3314,0.9913,-0.2877
677,976,104.3084,2.0054,-0.2914,1.0077,-0.2877
679,976,102.0318,2.0163,-0.2989,0.9878,-0.2877
681,976,117.4355,1.9358,-0.2432,1.0316,-0.2877
683,976,95.9324,2.0558,-0.3264,0.9521,-0.2877
685,976,89.8719,2.1153,-0.3676,0.9238,-0.2877
687,976,94.6988,2.0672,-0.3343,0.9656,-0.2877
689,976,80.2264,2.2407,-0.4545,0.8847,-0.2877
691,976,80.2264,2.2407,-0.4545,0.8980,-0.2877
693,976,80.0205,2.2402,-0.4542,0.8983,-0.2877
695,976,95.8094,2.0642,-0.3322,0.9680,-0.2877
697,976,88.5543,2.1324,-0.3795,0.9266,-0.2877
699,976,96.4529,2.0607,-0.3298,0.9681,-0.2877
701,976,87.6168,2.1289,-0.3770,0.9406,-0.2877
703,976,111.0809,1.9648,-0.2633,1.0132,-0.2877
705,976,80.0205,2.2402,-0.4542,0.8828,-0.2877
707,976,95.5625,2.0631,-0.3314,0.9750,-0.2877
709,976,73.7684,2.3568,-0.5350,0.8542,-0.2877
711,976,88.1547,2.1437,-0.3873,0.9449,-0.2877
713,976,88.3975,2.1329,-0.3798,0.9534,-0.2877
715,976,95.8197,2.0599,-0.3292,0.9741,-0.2877
717,976,73.7684,2.3568,-0.5350,0.8554,-0.2877
719,976,109.1199,1.9745,-0.2700,1.0175,-0.2877
721,976,88.2244,2.1314,-0.3788,0.9262,-0.2877
723,976,88.2244,2.1314,-0.3788,0.9599,-0.2877
725,976,72.3873,2.3694,-0.5437,0.8851,-0.2877
727,976,87.9918,2.1449,-0.3881,0.9555,-0.2877
729,976,80.7889,2.2322,-0.4486,0.9119,-0.2877
731,976,101.8432,2.0114,-0.2956,0.9925,-0.2877
733,976,87.7910,2.1340,-0.3806,0.9374,-0.2877
735,976,94.2756,2.0711,-0.3370,0.9794,-0.2877
737,976,103.3074,2.0140,-0.2974,0.9910,-0.2877
739,976,72.3873,2.3694,-0.5437,0.9166,-0.2877
741,976,80.3699,2.2301,-0.4472,0.9068,-0.2877
743,976,110.0758,1.9717,-0.2681,1.0093,-0.2877
745,976,102.7131,2.0139,-0.2973,0.9831,-0.2877
747,976,96.3432,2.0598,-0.3291,0.9710,-0.2877
749,976,86.7459,2.1470,-0.3896,0.9251,-0.2877
751,976,110.3443,1.9698,-0.2668,1.0166,-0.2877
753,976,72.3873,2.3694,-0.5437,0.8589,-0.2877
755,976,102.0502,2.0126,-0.2964,0.9927,-0.2877
757,976,87.7982,2.1376,-0.3830,0.9501,-0.2877
759,976,94.8822,2.0690,-0.3355,0.9589,-0.2877
761,976,87.0922,2.1450,-0.3882,0.9432,-0.2877
763,976,101.6557,2.0193,-0.3011,0.9892,-0.2877
765,976,102.8719,2.0141,-0.2975,0.9933,-0.2877
767,976,118.3883,1.9309,-0.2398,1.0332,-0.2877
769,976,80.0225,2.2181,-0.4389,0.8984,-0.2877
771,976,87.9559,2.1238,-0.3735,0.9453,-0.2877
773,976,79.6363,2.2287,-0.4462,0.8896,-0.2877
775,976,95.7920,2.0573,-0.3274,0.9699,-0.2877
777,976,103.7080,2.0070,-0.2926,0.9850,-0.2877
779,976,95.9273,2.0621,-0.3307,0.9629,-0.2877
781,976,88.5410,2.1275,-0.3761,0.9468,-0.2877
783,976,79.6363,2.2287,-0.4462,0.9683,-0.2877
785,976,88.5410,2.1275,-0.3761,0.9303,-0.2877
787,976,95.0461,2.0654,-0.3330,0.9674,-0.2877
789,976,65.5564,2.6001,-0.7036,0.8243,-0.2877
791,976,96.9959,2.0561,-0.3265,0.9936,-0.2877
793,976,102.9293,2.0105,-0.2950,0.9935,-0.2877
795,976,118.7162,1.9286,-0.2382,1.0338,-0.2877
797,976,88.5748,2.1351,-0.3813,0.9230,-0.2877
799,976,102.4662,2.0138,-0.2972,0.9912,-0.2877
801,976,88.1424,2.1374,-0.3829,0.9323,-0.2877
803,976,80.7234,2.2319,-0.4484,0.9101,-0.2877
805,976,80.7234,2.2319,-0.4484,0.9272,-0.2877
807,976,102.1988,2.0221,-0.3030,0.9894,-0.2877
809,976,95.9283,2.0686,-0.3352,0.9862,-0.2877
811,976,88.0400,2.1410,-0.3854,0.9215,-0.2877
813,976,80.7930,2.2300,-0.4471,0.8916,-0.2877
815,976,94.6568,2.0803,-0.3433,0.9650,-0.2877
817,976,80.7930,2.2300,-0.4471,0.9060,-0.2877
819,976,80.7930,2.2300,-0.4471,0.8995,-0.2877
821,976,72.4027,2.3887,-0.5571,0.8485,-0.2877
823,976,93.7439,2.0720,-0.3376,0.9778,-0.2877
825,976,95.8822,2.0673,-0.3343,0.9571,-0.2877
827,976,86.8709,2.1508,-0.3922,0.9487,-0.2877
829,976,92.5307,2.0860,-0.3473,0.9623,-0.2877
831,976,103.1148,2.0093,-0.2941,1.0017,-0.2877
833,976,72.4027,2.3887,-0.5571,0.8745,-0.2877
835,976,88.0061,2.1330,-0.3799,0.9425,-0.2877
837,976,78.4139,2.2498,-0.4608,0.8948,-0.2877
839,976,105.6332,2.0033,-0.2900,0.9918,-0.2877
841,976,87.6926,2.1353,-0.3815,0.9390,-0.2877
843,976,78.4139,2.2498,-0.4608,0.9049,-0.2877
845,976,86.4836,2.1473,-0.3898,0.9309,-0.2877
847,976,95.3863,2.0623,-0.3308,0.9673,-0.2877
849,976,95.9990,2.0616,-0.3304,0.9669,-0.2877
851,976,104.2982,2.0023,-0.2893,1.0017,-0.2877
853,976,66.2121,2.5721,-0.6842,0.8711,-0.2877
855,976,97.2561,2.0549,-0.3257,0.9771,-0.2877
857,976,79.9744,2.2560,-0.4651,0.8980,-0.2877
859,976,102.1598,2.0217,-0.3027,0.9822,-0.2877
861,976,87.8760,2.1510,-0.3924,0.9395,-0.2877
863,976,88.1721,2.1332,-0.3800,0.9886,-0.2877
865,976,102.1311,2.0183,-0.3003,0.9830,-0.2877
867,976,72.6547,2.3772,-0.5491,0.8885,-0.2877
869,976,72.6547,2.3772,-0.5491,0.8870,-0.2877
871,976,118.2469,1.9311,-0.2399,1.0354,-0.2877
873,976,96.2797,2.0636,-0.3318,0.9726,-0.2877
875,976,86.8064,2.1562,-0.3960,0.9398,-0.2877
877,976,87.1855,2.1399,-0.3846,0.9382,-0.2877
879,976,101.6721,2.0190,-0.3008,0.9912,-0.2877
881,976,78.2049,2.2516,-0.4621,0.9186,-0.2877
883,976,80.1947,2.2358,-0.4511,0.9069,-0.2877
885,976,78.2049,2.2516,-0.4621,0.9068,-0.2877
887,976,88.9898,2.1233,-0.3731,0.9398,-0.2877
889,976,102.5092,2.0129,-0.2966,0.9903,-0.2877
891,976,103.7100,2.0115,-0.2957,0.9833,-0.2877
893,976,94.4980,2.0681,-0.3349,0.9671,-0.2877
895,976,112.4754,1.9605,-0.2603,1.0218,-0.2877
