residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
869,12207,107.4779,2.1586,-0.3976,0.9477,-0.2877
871,12207,145.8925,1.9479,-0.2515,1.0233,-0.2877
873,12207,130.4191,2.0091,-0.2940,0.9996,-0.2877
875,12207,108.0428,2.1564,-0.3961,0.9557,-0.2877
877,12207,114.9550,2.1011,-0.3578,0.9473,-0.2877
879,12207,122.4656,2.0517,-0.3235,0.9785,-0.2877
881,12207,114.8147,2.1002,-0.3572,0.9747,-0.2877
883,12207,107.4779,2.1586,-0.3976,0.9344,-0.2877
885,12207,114.8147,2.1002,-0.3572,0.9677,-0.2877
887,12207,122.6596,2.0498,-0.3222,0.9715,-0.2877
889,12207,137.6710,1.9778,-0.2723,1.0042,-0.2877
891,12207,137.2968,1.9781,-0.2725,1.0038,-0.2877
893,12207,122.5919,2.0514,-0.3233,0.9714,-0.2877
895,12207,137.9744,1.9760,-0.2710,1.0151,-0.2877
897,12207,122.4126,2.0520,-0.3237,0.9614,-0.2877
899,12207,122.0061,2.0534,-0.3247,0.9816,-0.2877
901,12207,129.6450,2.0131,-0.2968,0.9985,-0.2877
903,12207,122.0061,2.0534,-0.3247,0.9870,-0.2877
905,12207,129.5162,2.0129,-0.2966,0.9864,-0.2877
907,12207,137.5199,1.9786,-0.2729,1.0104,-0.2877
909,12207,84.6284,2.4869,-0.6252,0.8845,-0.2877
911,12207,122.1778,2.0509,-0.3230,0.9749,-0.2877
913,12207,115.4839,2.0951,-0.3536,0.9358,-0.2877
915,12207,115.4839,2.0951,-0.3536,0.9555,-0.2877
917,12207,107.3598,2.1597,-0.3984,0.9418,-0.2877
919,12207,107.3562,2.1602,-0.3988,0.9478,-0.2877
921,12207,107.3562,2.1602,-0.3988,0.9244,-0.2877
923,12207,122.9225,2.0480,-0.3210,0.9885,-0.2877
925,12207,122.5486,2.0491,-0.3217,0.9699,-0.2877
927,12207,130.1185,2.0110,-0.2953,0.9991,-0.2877
929,12207,115.1406,2.0976,-0.3554,0.9401,-0.2877
931,12207,107.3598,2.1597,-0.3984,0.9473,-0.2877
933,12207,114.8868,2.1004,-0.3573,0.9615,-0.2877
935,12207,122.6799,2.0488,-0.3215,0.9722,-0.2877
937,12207,138.6890,1.9744,-0.2699,1.0056,-0.2877
939,12207,122.9142,2.0486,-0.3214,0.9644,-0.2877
941,12207,122.6683,2.0487,-0.3214,0.9651,-0.2877
943,12207,107.3598,2.1597,-0.3984,0.9716,-0.2877
945,12207,99.1724,2.2409,-0.4547,0.8947,-0.2877
947,12207,99.1724,2.2409,-0.4547,0.9163,-0.2877
949,12207,99.1724,2.2409,-0.4547,0.9181,-0.2877
951,12207,114.8526,2.1007,-0.3575,0.9672,-0.2877
953,12207,122.6020,2.0512,-0.3232,0.9749,-0.2877
955,12207,122.6020,2.0512,-0.3232,0.9713,-0.2877
957,12207,137.0835,1.9800,-0.2738,1.0093,-0.2877
959,12207,145.0941,1.9497,-0.2528,1.0229,-0.2877
961,12207,114.9705,2.1005,-0.3574,0.9390,-0.2877
963,12207,114.9705,2.1005,-0.3574,0.9752,-0.2877
965,12207,99.7634,2.2348,-0.4504,0.9066,-0.2877
967,12207,130.2717,2.0098,-0.2945,0.9880,-0.2877
969,12207,114.9754,2.0989,-0.3563,0.9622,-0.2877
971,12207,107.2235,2.1590,-0.3979,0.9251,-0.2877
973,12207,114.8490,2.1000,-0.3570,0.9471,-0.2877
975,12207,130.5022,2.0098,-0.2944,0.9960,-0.2877
977,12207,114.8490,2.1000,-0.3570,0.9471,-0.2877
979,12207,122.1716,2.0536,-0.3248,0.9780,-0.2877
981,12207,99.7634,2.2348,-0.4504,0.9408,-0.2877
983,12207,130.1646,2.0114,-0.2956,1.0037,-0.2877
985,12207,99.7634,2.2348,-0.4504,0.9396,-0.2877
987,12207,114.8676,2.0987,-0.3561,0.9622,-0.2877
989,12207,106.8337,2.1634,-0.4010,0.9220,-0.2877
991,12207,137.4715,1.9774,-0.2720,1.0101,-0.2877
993,12207,130.4966,2.0087,-0.2937,0.9837,-0.2877
995,12207,99.7634,2.2348,-0.4504,0.9408,-0.2877
997,12207,114.8110,2.1002,-0.3572,0.9535,-0.2877
999,12207,114.5731,2.1005,-0.3574,0.9853,-0.2877
1001,12207,138.4759,1.9753,-0.2706,1.0097,-0.2877
1003,12207,129.9427,2.0118,-0.2959,0.9893,-0.2877
1005,12207,130.1625,2.0100,-0.2946,0.9892,-0.2877
1007,12207,130.0007,2.0109,-0.2953,0.9938,-0.2877
1009,12207,115.0464,2.0977,-0.3554,0.9601,-0.2877
1011,12207,122.3401,2.0513,-0.3233,0.9637,-0.2877
1013,12207,115.0464,2.0977,-0.3554,0.9765,-0.2877
1015,12207,114.6820,2.1013,-0.3579,0.9631,-0.2877
1017,12207,129.8439,2.0116,-0.2957,0.9871,-0.2877
1019,12207,122.5023,2.0515,-0.3234,0.9716,-0.2877
1021,12207,130.1298,2.0106,-0.2950,1.0031,-0.2877
1023,12207,145.6817,1.9479,-0.2515,1.0344,-0.2877
1025,12207,107.1071,2.1592,-0.3980,0.9209,-0.2877
1027,12207,114.7742,2.0975,-0.3553,0.9519,-0.2877
1029,12207,107.4166,2.1587,-0.3977,0.9188,-0.2877
1031,12207,114.7742,2.0975,-0.3553,0.9479,-0.2877
1033,12207,122.2271,2.0509,-0.3229,0.9692,-0.2877
1035,12207,107.4166,2.1587,-0.3977,0.9343,-0.2877
1037,12207,114.9708,2.0980,-0.3556,0.9539,-0.2877
1039,12207,122.6699,2.0486,-0.3214,0.9880,-0.2877
1041,12207,114.9708,2.0980,-0.3556,0.9539,-0.2877
1043,12207,107.4166,2.1587,-0.3977,0.9463,-0.2877
1045,12207,92.2037,2.3419,-0.5247,0.8885,-0.2877
1047,12207,114.9708,2.0980,-0.3556,0.9678,-0.2877
1049,12207,122.4729,2.0488,-0.3215,0.9697,-0.2877
1051,12207,145.5815,1.9479,-0.2516,1.0233,-0.2877
1053,12207,123.0932,2.0478,-0.3208,0.9722,-0.2877
1055,12207,144.9985,1.9494,-0.2526,1.0226,-0.2877
1057,12207,130.5862,2.0087,-0.2937,0.9900,-0.2877
1059,12207,92.2037,2.3419,-0.5247,0.9107,-0.2877
1061,12207,115.0405,2.0973,-0.3551,0.9521,-0.2877
1063,12207,122.8974,2.0496,-0.3221,0.9752,-0.2877
1065,12207,130.7805,2.0083,-0.2934,0.9902,-0.2877
1067,12207,115.0641,2.0980,-0.3556,0.9459,-0.2877
1069,12207,107.7000,2.1557,-0.3956,0.9128,-0.2877
1071,12207,130.0596,2.0106,-0.2950,0.9894,-0.2877
1073,12207,107.7000,2.1557,-0.3956,0.9440,-0.2877
1075,12207,107.7000,2.1557,-0.3956,0.9396,-0.2877
1077,12207,99.9251,2.2349,-0.4505,0.9143,-0.2877
1079,12207,122.3878,2.0482,-0.3211,0.9915,-0.2877
1081,12207,114.3997,2.1024,-0.3586,0.9388,-0.2877
1083,12207,121.9889,2.0524,-0.3240,0.9799,-0.2877
1085,12207,107.5214,2.1594,-0.3981,0.9507,-0.2877
1087,12207,122.2454,2.0535,-0.3248,0.9893,-0.2877
1089,12207,107.5214,2.1594,-0.3981,0.9280,-0.2877
1091,12207,107.5214,2.1594,-0.3981,0.9369,-0.2877
1093,12207,99.9251,2.2349,-0.4505,0.8916,-0.2877
1095,12207,130.0497,2.0100,-0.2946,0.9832,-0.2877
1097,12207,122.5299,2.0500,-0.3223,0.9795,-0.2877
1099,12207,99.9251,2.2349,-0.4505,0.9275,-0.2877
1101,12207,122.3133,2.0508,-0.3229,0.9717,-0.2877
1103,12207,114.6033,2.1029,-0.3590,0.9671,-0.2877
1105,12207,122.3133,2.0508,-0.3229,0.9717,-0.2877
1107,12207,130.3635,2.0098,-0.2944,0.9945,-0.2877
1109,12207,92.0936,2.3397,-0.5232,0.9020,-0.2877
1111,12207,99.9251,2.2349,-0.4505,0.9401,-0.2877
1113,12207,115.3834,2.0964,-0.3545,0.9529,-0.2877
1115,12207,137.3967,1.9785,-0.2728,1.0040,-0.2877
1117,12207,107.2009,2.1602,-0.3987,0.9401,-0.2877
1119,12207,130.1751,2.0102,-0.2948,1.0042,-0.2877
1121,12207,115.0347,2.0975,-0.3553,0.9516,-0.2877
1123,12207,114.6704,2.1028,-0.3590,0.9791,-0.2877
1125,12207,114.6704,2.1028,-0.3590,0.9581,-0.2877
1127,12207,138.5129,1.9750,-0.2704,1.0094,-0.2877
1129,12207,122.4984,2.0502,-0.3225,0.9696,-0.2877
1131,12207,122.5111,2.0510,-0.3230,0.9715,-0.2877
1133,12207,130.1490,2.0103,-0.2948,0.9940,-0.2877
1135,12207,130.3815,2.0094,-0.2942,0.9967,-0.2877
1137,12207,92.0936,2.3397,-0.5232,0.9135,-0.2877
1139,12207,123.4225,2.0462,-0.3197,0.9658,-0.2877
1141,12207,115.0635,2.0981,-0.3557,0.9599,-0.2877
1143,12207,107.5870,2.1577,-0.3970,0.9377,-0.2877
1145,12207,129.9526,2.0116,-0.2957,0.9826,-0.2877
1147,12207,122.4606,2.0504,-0.3226,0.9647,-0.2877
1149,12207,114.9415,2.0984,-0.3559,0.9637,-0.2877
1151,12207,138.0205,1.9757,-0.2708,1.0093,-0.2877
1153,12207,130.0700,2.0096,-0.2944,0.9829,-0.2877
1155,12207,99.9686,2.2356,-0.4510,0.9102,-0.2877
1157,12207,99.9686,2.2356,-0.4510,0.9205,-0.2877
1159,12207,129.7282,2.0125,-0.2963,0.9987,-0.2877
1161,12207,145.6438,1.9480,-0.2516,1.0230,-0.2877
1163,12207,123.0058,2.0498,-0.3222,0.9645,-0.2877
1165,12207,107.2486,2.1604,-0.3988,0.9339,-0.2877
1167,12207,114.9511,2.0990,-0.3563,0.9757,-0.2877
1169,12207,114.6648,2.0988,-0.3562,0.9506,-0.2877
1171,12207,114.6648,2.0988,-0.3562,0.9586,-0.2877
1173,12207,107.2486,2.1604,-0.3988,0.9506,-0.2877
1175,12207,107.2486,2.1604,-0.3988,0.9765,-0.2877
1177,12207,107.5368,2.1583,-0.3974,0.9299,-0.2877
1179,12207,130.3347,2.0086,-0.2936,0.9883,-0.2877
1181,12207,114.8628,2.1006,-0.3574,0.9471,-0.2877
1183,12207,137.6097,1.9757,-0.2709,1.0169,-0.2877
1185,12207,130.4164,2.0098,-0.2945,0.9878,-0.2877
1187,12207,122.0231,2.0523,-0.3239,0.9866,-0.2877
1189,12207,122.0231,2.0523,-0.3239,0.9812,-0.2877
1191,12207,130.1271,2.0106,-0.2950,0.9963,-0.2877
1193,12207,138.1619,1.9763,-0.2713,1.0104,-0.2877
1195,12207,107.2486,2.1604,-0.3988,0.9370,-0.2877
1197,12207,114.3718,2.1030,-0.3591,0.9406,-0.2877
1199,12207,122.1158,2.0521,-0.3238,0.9782,-0.2877
1201,12207,122.2361,2.0510,-0.3230,0.9749,-0.2877
1203,12207,122.2361,2.0510,-0.3230,0.9821,-0.2877
1205,12207,92.0936,2.3397,-0.5232,0.8886,-0.2877
1207,12207,129.7076,2.0120,-0.2960,0.9883,-0.2877
1209,12207,130.0851,2.0104,-0.2949,0.9895,-0.2877
1211,12207,137.4902,1.9778,-0.2723,1.0102,-0.2877
1213,12207,122.4723,2.0489,-0.3215,0.9646,-0.2877
1215,12207,129.7361,2.0118,-0.2959,0.9933,-0.2877
1217,12207,115.8771,2.0920,-0.3515,0.9368,-0.2877
1219,12207,115.8771,2.0920,-0.3515,0.9682,-0.2877
1221,12207,107.0833,2.1625,-0.4003,0.9312,-0.2877
1223,12207,115.8771,2.0920,-0.3515,0.9531,-0.2877
1225,12207,107.4581,2.1584,-0.3974,0.9487,-0.2877
1227,12207,107.4581,2.1584,-0.3974,0.9435,-0.2877
1229,12207,107.0833,2.1625,-0.4003,0.9133,-0.2877
1231,12207,123.2220,2.0463,-0.3198,0.9923,-0.2877
1233,12207,122.4386,2.0500,-0.3223,0.9696,-0.2877
1235,12207,122.4386,2.0500,-0.3223,0.9768,-0.2877
1237,12207,99.6231,2.2361,-0.4514,0.9296,-0.2877
1239,12207,115.3659,2.0969,-0.3549,0.9633,-0.2877
1241,12207,107.0833,2.1625,-0.4003,0.9431,-0.2877
1243,12207,122.8103,2.0495,-0.3220,0.9720,-0.2877
1245,12207,122.2721,2.0505,-0.3227,0.9717,-0.2877
1247,12207,130.2328,2.0093,-0.2941,0.9900,-0.2877
1249,12207,137.4638,1.9786,-0.2728,1.0043,-0.2877
1251,12207,99.6231,2.2361,-0.4514,0.9594,-0.2877
1253,12207,122.2207,2.0525,-0.3241,0.9747,-0.2877
1255,12207,137.8850,1.9764,-0.2713,1.0049,-0.2877
1257,12207,114.4080,2.1033,-0.3593,0.9691,-0.2877
1259,12207,129.5983,2.0121,-0.2961,0.9868,-0.2877
1261,12207,99.2998,2.2400,-0.4540,0.9234,-0.2877
1263,12207,153.2211,1.9242,-0.2351,1.0389,-0.2877
1265,12207,107.1262,2.1610,-0.3993,0.9310,-0.2877
1267,12207,115.0716,2.0974,-0.3552,0.9640,-0.2877
1269,12207,107.1262,2.1610,-0.3993,0.9400,-0.2877
1271,12207,114.6943,2.1004,-0.3573,0.9530,-0.2877
1273,12207,114.6943,2.1004,-0.3573,0.9496,-0.2877
1275,12207,129.7835,2.0108,-0.2952,0.9959,-0.2877
1277,12207,130.0898,2.0112,-0.2955,0.9955,-0.2877
1279,12207,137.5884,1.9774,-0.2720,1.0145,-0.2877
1281,12207,115.3441,2.0970,-0.3549,0.9400,-0.2877
1283,12207,123.1060,2.0480,-0.3209,0.9807,-0.2877
1285,12207,99.6231,2.2361,-0.4514,0.9062,-0.2877
1287,12207,130.6580,2.0087,-0.2937,0.9944,-0.2877
1289,12207,129.7824,2.0117,-0.2958,0.9823,-0.2877
1291,12207,122.8236,2.0479,-0.3209,0.9648,-0.2877
1293,12207,114.8068,2.0977,-0.3554,0.9537,-0.2877
1295,12207,107.6321,2.1563,-0.3960,0.9608,-0.2877
1297,12207,114.8068,2.0977,-0.3554,0.9418,-0.2877
1299,12207,122.4280,2.0503,-0.3226,0.9792,-0.2877
1301,12207,107.5227,2.1561,-0.3959,0.9515,-0.2877
1303,12207,114.8068,2.0977,-0.3554,0.9676,-0.2877
1305,12207,129.3740,2.0144,-0.2977,0.9878,-0.2877
1307,12207,145.3546,1.9488,-0.2522,1.0227,-0.2877
1309,12207,129.8580,2.0113,-0.2955,0.9888,-0.2877
1311,12207,121.8860,2.0524,-0.3240,0.9868,-0.2877
1313,12207,99.6231,2.2361,-0.4514,0.9340,-0.2877
1315,12207,114.2889,2.1040,-0.3597,0.9581,-0.2877
1317,12207,114.2889,2.1040,-0.3597,0.9520,-0.2877
1319,12207,114.5322,2.1017,-0.3582,0.9624,-0.2877
1321,12207,129.7940,2.0118,-0.2958,0.9933,-0.2877
1323,12207,114.2889,2.1040,-0.3597,0.9486,-0.2877
1325,12207,107.5227,2.1561,-0.3959,0.9349,-0.2877
1327,12207,129.9392,2.0114,-0.2956,0.9872,-0.2877
1329,12207,114.4134,2.1015,-0.3580,0.9506,-0.2877
1331,12207,114.4134,2.1015,-0.3580,0.9466,-0.2877
1333,12207,115.1334,2.0968,-0.3548,0.9683,-0.2877
1335,12207,137.7095,1.9775,-0.2721,1.0102,-0.2877
1337,12207,129.5955,2.0128,-0.2966,0.9865,-0.2877
1339,12207,107.5227,2.1561,-0.3959,0.9598,-0.2877
1341,12207,121.8833,2.0538,-0.3250,0.9701,-0.2877
1343,12207,130.2073,2.0105,-0.2950,1.0027,-0.2877
1345,12207,115.1334,2.0968,-0.3548,0.9604,-0.2877
1347,12207,121.9294,2.0531,-0.3245,0.9739,-0.2877
1349,12207,122.5151,2.0498,-0.3222,0.9824,-0.2877
1351,12207,137.7668,1.9767,-0.2715,1.0038,-0.2877
1353,12207,122.3676,2.0525,-0.3241,0.9691,-0.2877
1355,12207,122.5151,2.0498,-0.3222,0.9878,-0.2877
1357,12207,130.0211,2.0107,-0.2951,0.9957,-0.2877
1359,12207,129.6449,2.0124,-0.2962,0.9886,-0.2877
1361,12207,137.6154,1.9778,-0.2723,1.0102,-0.2877
1363,12207,145.3024,1.9491,-0.2524,1.0283,-0.2877
1365,12207,77.1105,2.7154,-0.7835,0.8847,-0.2877
1367,12207,114.8977,2.0965,-0.3545,0.9523,-0.2877
1369,12207,114.9500,2.0974,-0.3552,0.9460,-0.2877
1371,12207,122.2517,2.0508,-0.3229,0.9693,-0.2877
1373,12207,107.1407,2.1596,-0.3983,0.9247,-0.2877
1375,12207,114.9500,2.0974,-0.3552,0.9763,-0.2877
1377,12207,122.6599,2.0484,-0.3212,0.9643,-0.2877
1379,12207,107.0512,2.1598,-0.3985,0.9412,-0.2877
1381,12207,107.0512,2.1598,-0.3985,0.9312,-0.2877
1383,12207,137.4858,1.9772,-0.2719,1.0084,-0.2877
1385,12207,115.0028,2.0971,-0.3550,0.9656,-0.2877
1387,12207,122.2836,2.0505,-0.3227,0.9688,-0.2877
1389,12207,114.7559,2.0995,-0.3566,0.9500,-0.2877
1391,12207,129.5768,2.0124,-0.2963,0.9987,-0.2877
1393,12207,100.0268,2.2341,-0.4500,0.9080,-0.2877
1395,12207,107.0512,2.1598,-0.3985,0.9230,-0.2877
1397,12207,100.0268,2.2341,-0.4500,0.9143,-0.2877
1399,12207,122.7596,2.0492,-0.3218,0.9720,-0.2877
1401,12207,138.0339,1.9760,-0.2710,1.0048,-0.2877
1403,12207,114.5763,2.1008,-0.3576,0.9550,-0.2877
1405,12207,115.0121,2.0977,-0.3554,0.9675,-0.2877
1407,12207,138.0560,1.9761,-0.2711,1.0199,-0.2877
1409,12207,122.7494,2.0486,-0.3214,0.9639,-0.2877
1411,12207,100.0268,2.2341,-0.4500,0.9122,-0.2877
1413,12207,115.0069,2.0977,-0.3554,0.9512,-0.2877
1415,12207,100.0268,2.2341,-0.4500,0.9545,-0.2877
1417,12207,122.0838,2.0516,-0.3235,0.9742,-0.2877
1419,12207,115.0069,2.0977,-0.3554,0.9634,-0.2877
1421,12207,99.8268,2.2370,-0.4520,0.9100,-0.2877
1423,12207,114.8004,2.0996,-0.3567,0.9646,-0.2877
1425,12207,107.6772,2.1568,-0.3963,0.9121,-0.2877
1427,12207,107.6772,2.1568,-0.3963,0.9409,-0.2877
1429,12207,99.8268,2.2370,-0.4520,0.9251,-0.2877
1431,12207,115.5160,2.0958,-0.3541,0.9811,-0.2877
1433,12207,115.5160,2.0958,-0.3541,0.9485,-0.2877
1435,12207,122.4358,2.0507,-0.3229,0.9792,-0.2877
1437,12207,129.3079,2.0133,-0.2969,0.9928,-0.2877
1439,12207,144.8644,1.9498,-0.2529,1.0225,-0.2877
1441,12207,114.7452,2.1011,-0.3577,0.9415,-0.2877
1443,12207,107.6944,2.1569,-0.3964,0.9444,-0.2877
1445,12207,107.6944,2.1569,-0.3964,0.9601,-0.2877
1447,12207,129.8763,2.0117,-0.2958,0.9894,-0.2877
1449,12207,129.4215,2.0135,-0.2970,0.9985,-0.2877
1451,12207,122.7977,2.0480,-0.3210,0.9730,-0.2877
1453,12207,114.9360,2.0986,-0.3560,0.9420,-0.2877
1455,12207,122.2334,2.0503,-0.3226,0.9798,-0.2877
1457,12207,99.8268,2.2370,-0.4520,0.8946,-0.2877
1459,12207,99.8268,2.2370,-0.4520,0.9123,-0.2877
1461,12207,114.3577,2.1019,-0.3583,0.9586,-0.2877
1463,12207,129.9217,2.0121,-0.2961,0.9952,-0.2877
1465,12207,99.8268,2.2370,-0.4520,0.9341,-0.2877
1467,12207,122.7231,2.0490,-0.3216,0.9647,-0.2877
1469,12207,114.3367,2.1024,-0.3587,0.9626,-0.2877
1471,12207,152.7809,1.9246,-0.2354,1.0383,-0.2877
1473,12207,114.3577,2.1019,-0.3583,0.9492,-0.2877
1475,12207,130.4318,2.0089,-0.2938,0.9993,-0.2877
1477,12207,92.6587,2.3341,-0.5193,0.8840,-0.2877
1479,12207,122.2608,2.0517,-0.3235,0.9641,-0.2877
1481,12207,107.3443,2.1587,-0.3977,0.9432,-0.2877
1483,12207,115.0608,2.0987,-0.3561,0.9517,-0.2877
1485,12207,107.3054,2.1602,-0.3987,0.9140,-0.2877
1487,12207,137.6525,1.9779,-0.2723,1.0102,-0.2877
1489,12207,107.3054,2.1602,-0.3987,0.9340,-0.2877
1491,12207,129.8815,2.0112,-0.2955,0.9889,-0.2877
1493,12207,92.6587,2.3341,-0.5193,0.9130,-0.2877
1495,12207,122.6386,2.0498,-0.3222,0.9830,-0.2877
1497,12207,115.0874,2.0999,-0.3570,0.9748,-0.2877
1499,12207,107.3054,2.1602,-0.3987,0.9717,-0.2877
1501,12207,115.0874,2.0999,-0.3570,0.9499,-0.2877
1503,12207,138.0558,1.9762,-0.2712,1.0105,-0.2877
1505,12207,122.6917,2.0515,-0.3234,0.9694,-0.2877
1507,12207,92.6587,2.3341,-0.5193,0.9130,-0.2877
1509,12207,130.4393,2.0083,-0.2935,1.0000,-0.2877
1511,12207,129.7470,2.0126,-0.2964,0.9892,-0.2877
1513,12207,136.9350,1.9794,-0.2734,1.0035,-0.2877
1515,12207,145.4156,1.9473,-0.2512,1.0233,-0.2877
1517,12207,114.9628,2.0994,-0.3566,0.9391,-0.2877
1519,12207,130.3609,2.0105,-0.2950,0.9966,-0.2877
1521,12207,107.2698,2.1589,-0.3978,0.9312,-0.2877
1523,12207,114.8588,2.0987,-0.3561,0.9535,-0.2877
1525,12207,107.2698,2.1589,-0.3978,0.9582,-0.2877
1527,12207,129.7429,2.0120,-0.2960,0.9886,-0.2877
1529,12207,122.3983,2.0514,-0.3233,0.9637,-0.2877
1531,12207,130.9242,2.0082,-0.2934,0.9904,-0.2877
1533,12207,123.1536,2.0475,-0.3206,0.9919,-0.2877
1535,12207,137.8819,1.9766,-0.2715,1.0271,-0.2877
1537,12207,122.6766,2.0476,-0.3207,0.9627,-0.2877
1539,12207,107.3520,2.1571,-0.3966,0.9322,-0.2877
1541,12207,107.3520,2.1571,-0.3966,0.9285,-0.2877
1543,12207,114.8767,2.0989,-0.3562,0.9503,-0.2877
1545,12207,122.6811,2.0505,-0.3227,0.9750,-0.2877
1547,12207,107.3520,2.1571,-0.3966,0.9241,-0.2877
1549,12207,100.2023,2.2331,-0.4493,0.8919,-0.2877
1551,12207,122.4201,2.0510,-0.3230,0.9874,-0.2877
1553,12207,100.2023,2.2331,-0.4493,0.8995,-0.2877
1555,12207,122.1165,2.0521,-0.3238,0.9689,-0.2877
1557,12207,107.4068,2.1577,-0.3970,0.9488,-0.2877
1559,12207,122.1198,2.0515,-0.3233,0.9874,-0.2877
1561,12207,122.1198,2.0515,-0.3233,0.9712,-0.2877
1563,12207,130.1545,2.0108,-0.2951,0.9939,-0.2877
1565,12207,100.2023,2.2331,-0.4493,0.9252,-0.2877
1567,12207,129.6184,2.0103,-0.2948,0.9874,-0.2877
1569,12207,115.2204,2.0967,-0.3547,0.9407,-0.2877
1571,12207,107.4068,2.1577,-0.3970,0.9410,-0.2877
1573,12207,115.0964,2.0969,-0.3549,0.9630,-0.2877
1575,12207,115.0964,2.0969,-0.3549,0.9753,-0.2877
1577,12207,145.2105,1.9496,-0.2527,1.0226,-0.2877
1579,12207,107.4068,2.1577,-0.3970,0.9321,-0.2877
1581,12207,114.7566,2.0991,-0.3564,0.9474,-0.2877
1583,12207,145.3476,1.9481,-0.2517,1.0226,-0.2877
1585,12207,122.1615,2.0517,-0.3235,0.9796,-0.2877
1587,12207,122.1615,2.0517,-0.3235,0.9760,-0.2877
1589,12207,92.2088,2.3405,-0.5237,0.8941,-0.2877
1591,12207,137.5423,1.9769,-0.2717,1.0147,-0.2877
1593,12207,114.8486,2.0988,-0.3561,0.9425,-0.2877
1595,12207,122.7379,2.0500,-0.3224,0.9750,-0.2877
1597,12207,107.9363,2.1570,-0.3965,0.9374,-0.2877
1599,12207,130.7604,2.0082,-0.2933,1.0112,-0.2877
1601,12207,115.5133,2.0972,-0.3550,0.9461,-0.2877
1603,12207,115.5133,2.0972,-0.3550,0.9659,-0.2877
1605,12207,100.6305,2.2287,-0.4462,0.8972,-0.2877
1607,12207,122.3915,2.0517,-0.3235,0.9691,-0.2877
1609,12207,129.5718,2.0130,-0.2967,0.9885,-0.2877
1611,12207,100.6305,2.2287,-0.4462,0.9234,-0.2877
1613,12207,100.6305,2.2287,-0.4462,0.9174,-0.2877
1615,12207,130.0703,2.0112,-0.2954,0.9959,-0.2877
1617,12207,122.1620,2.0513,-0.3232,0.9641,-0.2877
1619,12207,122.1620,2.0513,-0.3232,0.9822,-0.2877
1621,12207,92.2088,2.3405,-0.5237,0.9149,-0.2877
1623,12207,115.3179,2.0971,-0.3550,0.9546,-0.2877
1625,12207,115.3179,2.0971,-0.3550,0.9630,-0.2877
1627,12207,130.1771,2.0095,-0.2942,0.9895,-0.2877
1629,12207,107.8009,2.1575,-0.3969,0.9510,-0.2877
1631,12207,123.0361,2.0473,-0.3205,0.9838,-0.2877
1633,12207,108.5675,2.1518,-0.3929,0.9564,-0.2877
1635,12207,107.8009,2.1575,-0.3969,0.9510,-0.2877
1637,12207,107.8009,2.1575,-0.3969,0.9277,-0.2877
1639,12207,137.8199,1.9762,-0.2712,1.0107,-0.2877
1641,12207,130.3060,2.0092,-0.2941,0.9944,-0.2877
1643,12207,130.3550,2.0090,-0.2939,0.9833,-0.2877
1645,12207,122.6496,2.0497,-0.3222,0.9716,-0.2877
1647,12207,123.1818,2.0467,-0.3201,0.9849,-0.2877
1649,12207,92.2088,2.3405,-0.5237,0.8917,-0.2877
1651,12207,123.1566,2.0473,-0.3205,0.9654,-0.2877
1653,12207,121.9171,2.0518,-0.3236,0.9872,-0.2877
1655,12207,114.7691,2.1001,-0.3571,0.9671,-0.2877
1657,12207,122.8488,2.0498,-0.3222,0.9696,-0.2877
1659,12207,114.7691,2.1001,-0.3571,0.9592,-0.2877
1661,12207,130.0101,2.0109,-0.2952,0.9893,-0.2877
1663,12207,146.4044,1.9445,-0.2492,1.0280,-0.2877
1665,12207,137.5396,1.9784,-0.2727,1.0041,-0.2877
1667,12207,92.2088,2.3405,-0.5237,0.9134,-0.2877
1669,12207,115.1445,2.0988,-0.3562,0.9461,-0.2877
1671,12207,114.6688,2.1007,-0.3575,0.9505,-0.2877
1673,12207,129.9743,2.0110,-0.2953,0.9872,-0.2877
1675,12207,115.1445,2.0988,-0.3562,0.9540,-0.2877
1677,12207,107.4184,2.1607,-0.3991,0.9334,-0.2877
1679,12207,130.4520,2.0084,-0.2935,0.9996,-0.2877
1681,12207,107.5861,2.1577,-0.3970,0.9305,-0.2877
1683,12207,107.5861,2.1577,-0.3970,0.9393,-0.2877
1685,12207,107.4184,2.1607,-0.3991,0.9598,-0.2877
1687,12207,107.4184,2.1607,-0.3991,0.9585,-0.2877
1689,12207,122.4769,2.0518,-0.3236,0.9688,-0.2877
1691,12207,130.6423,2.0098,-0.2945,0.9963,-0.2877
1693,12207,114.8504,2.0982,-0.3558,0.9503,-0.2877
1695,12207,145.8105,1.9471,-0.2510,1.0232,-0.2877
1697,12207,122.5961,2.0498,-0.3222,0.9642,-0.2877
1699,12207,122.7812,2.0487,-0.3214,0.9881,-0.2877
1701,12207,122.7812,2.0487,-0.3214,0.9903,-0.2877
1703,12207,122.4069,2.0507,-0.3229,0.9834,-0.2877
1705,12207,138.1689,1.9754,-0.2707,1.0171,-0.2877
1707,12207,122.6835,2.0493,-0.3218,0.9626,-0.2877
1709,12207,123.3720,2.0457,-0.3194,0.9659,-0.2877
1711,12207,129.9328,2.0110,-0.2953,0.9892,-0.2877
1713,12207,99.7541,2.2385,-0.4530,0.9009,-0.2877
1715,12207,99.7541,2.2385,-0.4530,0.9110,-0.2877
