residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
179,12207,107.1588,2.1608,-0.3992,0.9364,-0.2877
181,12207,99.8626,2.2328,-0.4491,0.8996,-0.2877
183,12207,137.2907,1.9781,-0.2725,1.0103,-0.2877
185,12207,122.8016,2.0500,-0.3223,0.9649,-0.2877
187,12207,122.8016,2.0500,-0.3223,0.9797,-0.2877
189,12207,122.1984,2.0517,-0.3235,0.9688,-0.2877
191,12207,129.5932,2.0130,-0.2967,0.9982,-0.2877
193,12207,122.2186,2.0514,-0.3233,0.9642,-0.2877
195,12207,122.2186,2.0514,-0.3233,0.9822,-0.2877
197,12207,107.4306,2.1588,-0.3977,0.9384,-0.2877
199,12207,129.6101,2.0129,-0.2966,0.9890,-0.2877
201,12207,99.8626,2.2328,-0.4491,0.9548,-0.2877
203,12207,114.8692,2.0993,-0.3565,0.9513,-0.2877
205,12207,107.4306,2.1588,-0.3977,0.9206,-0.2877
207,12207,129.7735,2.0117,-0.2958,0.9936,-0.2877
209,12207,114.3544,2.1038,-0.3596,0.9493,-0.2877
211,12207,114.3544,2.1038,-0.3596,0.9573,-0.2877
213,12207,92.5151,2.3333,-0.5187,0.8981,-0.2877
215,12207,130.1764,2.0099,-0.2946,0.9996,-0.2877
217,12207,114.7100,2.0979,-0.3555,0.9652,-0.2877
219,12207,122.1621,2.0518,-0.3236,0.9696,-0.2877
221,12207,121.7674,2.0522,-0.3238,0.9755,-0.2877
223,12207,137.1176,1.9792,-0.2732,1.0096,-0.2877
225,12207,137.8624,1.9774,-0.2720,1.0085,-0.2877
227,12207,92.5151,2.3333,-0.5187,0.9382,-0.2877
229,12207,107.1660,2.1597,-0.3984,0.9280,-0.2877
231,12207,122.6670,2.0507,-0.3228,0.9834,-0.2877
233,12207,129.9639,2.0114,-0.2956,0.9887,-0.2877
235,12207,130.3872,2.0091,-0.2940,0.9829,-0.2877
237,12207,114.7043,2.0989,-0.3562,0.9538,-0.2877
239,12207,137.8428,1.9779,-0.2724,1.0164,-0.2877
241,12207,99.7780,2.2345,-0.4502,0.9026,-0.2877
243,12207,129.7592,2.0110,-0.2953,0.9890,-0.2877
245,12207,99.7780,2.2345,-0.4502,0.9381,-0.2877
247,12207,122.4984,2.0503,-0.3226,0.9715,-0.2877
249,12207,130.1544,2.0106,-0.2951,0.9895,-0.2877
251,12207,145.0087,1.9490,-0.2524,1.0226,-0.2877
253,12207,122.2259,2.0516,-0.3235,0.9816,-0.2877
255,12207,129.5496,2.0135,-0.2971,1.0187,-0.2877
257,12207,115.6296,2.0925,-0.3518,0.9370,-0.2877
259,12207,115.6296,2.0925,-0.3518,0.9650,-0.2877
261,12207,107.3687,2.1578,-0.3971,0.9323,-0.2877
263,12207,130.3895,2.0094,-0.2942,0.9897,-0.2877
265,12207,122.8119,2.0474,-0.3205,0.9657,-0.2877
267,12207,107.6114,2.1551,-0.3952,0.9310,-0.2877
269,12207,107.3687,2.1578,-0.3971,0.9278,-0.2877
271,12207,114.6446,2.1013,-0.3579,0.9797,-0.2877
273,12207,107.3687,2.1578,-0.3971,0.9145,-0.2877
275,12207,130.1371,2.0097,-0.2944,0.9943,-0.2877
277,12207,92.5153,2.3332,-0.5187,0.8828,-0.2877
279,12207,121.9173,2.0532,-0.3246,0.9871,-0.2877
281,12207,121.9173,2.0532,-0.3246,0.9708,-0.2877
283,12207,137.6389,1.9774,-0.2720,1.0103,-0.2877
285,12207,122.0691,2.0524,-0.3240,0.9637,-0.2877
287,12207,122.2295,2.0514,-0.3233,0.9799,-0.2877
289,12207,114.7215,2.0983,-0.3558,0.9599,-0.2877
291,12207,122.3486,2.0507,-0.3229,0.9877,-0.2877
293,12207,122.3486,2.0507,-0.3229,0.9823,-0.2877
295,12207,130.2710,2.0090,-0.2939,0.9898,-0.2877
297,12207,130.2467,2.0096,-0.2944,0.9895,-0.2877
299,12207,130.1031,2.0122,-0.2961,0.9890,-0.2877
301,12207,92.5153,2.3332,-0.5187,0.8978,-0.2877
303,12207,129.9844,2.0094,-0.2942,0.9831,-0.2877
305,12207,115.0156,2.0989,-0.3563,0.9462,-0.2877
307,12207,115.0156,2.0989,-0.3563,0.9423,-0.2877
309,12207,107.1278,2.1598,-0.3984,0.9338,-0.2877
311,12207,122.4740,2.0505,-0.3227,0.9790,-0.2877
313,12207,130.1935,2.0102,-0.2948,0.9826,-0.2877
315,12207,106.7677,2.1625,-0.4003,0.9475,-0.2877
317,12207,106.7677,2.1625,-0.4003,0.9378,-0.2877
319,12207,145.4465,1.9491,-0.2524,1.0282,-0.2877
321,12207,107.1278,2.1598,-0.3984,0.9249,-0.2877
323,12207,122.7435,2.0484,-0.3213,0.9807,-0.2877
325,12207,107.1278,2.1598,-0.3984,0.9367,-0.2877
327,12207,137.6871,1.9768,-0.2716,1.0088,-0.2877
329,12207,114.6652,2.1012,-0.3578,0.9500,-0.2877
331,12207,107.1278,2.1598,-0.3984,0.9434,-0.2877
333,12207,122.1895,2.0520,-0.3237,0.9708,-0.2877
335,12207,137.0487,1.9783,-0.2727,1.0100,-0.2877
337,12207,122.1895,2.0520,-0.3237,0.9784,-0.2877
339,12207,137.7941,1.9779,-0.2724,1.0105,-0.2877
341,12207,84.7544,2.4828,-0.6223,0.8885,-0.2877
343,12207,114.7771,2.1003,-0.3572,0.9533,-0.2877
345,12207,122.6807,2.0500,-0.3224,0.9752,-0.2877
347,12207,114.7771,2.1003,-0.3572,0.9700,-0.2877
349,12207,100.1420,2.2319,-0.4484,0.9131,-0.2877
351,12207,130.6297,2.0090,-0.2939,1.0112,-0.2877
353,12207,122.5528,2.0494,-0.3219,0.9625,-0.2877
355,12207,107.6195,2.1559,-0.3957,0.9492,-0.2877
357,12207,107.6195,2.1559,-0.3957,0.9392,-0.2877
359,12207,129.7908,2.0114,-0.2956,1.0070,-0.2877
361,12207,115.1685,2.0987,-0.3561,0.9748,-0.2877
363,12207,115.1685,2.0987,-0.3561,0.9505,-0.2877
365,12207,129.8181,2.0116,-0.2957,0.9891,-0.2877
367,12207,122.7165,2.0510,-0.3230,0.9876,-0.2877
369,12207,100.3544,2.2285,-0.4461,0.9127,-0.2877
371,12207,115.0476,2.0980,-0.3556,0.9480,-0.2877
373,12207,100.3544,2.2285,-0.4461,0.9265,-0.2877
375,12207,122.8455,2.0506,-0.3228,0.9768,-0.2877
377,12207,137.6204,1.9773,-0.2719,1.0087,-0.2877
379,12207,130.4882,2.0079,-0.2932,0.9839,-0.2877
381,12207,122.4918,2.0497,-0.3221,0.9825,-0.2877
383,12207,122.5466,2.0506,-0.3227,1.0111,-0.2877
385,12207,107.7610,2.1553,-0.3953,0.9385,-0.2877
387,12207,114.8965,2.0985,-0.3560,0.9544,-0.2877
389,12207,114.8965,2.0985,-0.3560,0.9544,-0.2877
391,12207,114.8965,2.0985,-0.3560,0.9753,-0.2877
393,12207,122.5380,2.0492,-0.3218,0.9698,-0.2877
395,12207,130.4475,2.0088,-0.2938,0.9895,-0.2877
397,12207,107.6581,2.1573,-0.3967,0.9512,-0.2877
399,12207,122.1171,2.0525,-0.3241,0.9821,-0.2877
401,12207,100.3544,2.2285,-0.4461,0.9076,-0.2877
403,12207,100.3544,2.2285,-0.4461,0.9463,-0.2877
405,12207,107.6581,2.1573,-0.3967,0.9512,-0.2877
407,12207,114.9005,2.1000,-0.3570,0.9742,-0.2877
409,12207,114.9005,2.1000,-0.3570,0.9413,-0.2877
411,12207,130.2043,2.0104,-0.2949,0.9940,-0.2877
413,12207,129.9241,2.0111,-0.2954,0.9890,-0.2877
415,12207,137.1868,1.9801,-0.2739,1.0037,-0.2877
417,12207,130.1322,2.0104,-0.2949,0.9829,-0.2877
419,12207,114.5200,2.1028,-0.3589,0.9644,-0.2877
421,12207,114.5200,2.1028,-0.3589,0.9584,-0.2877
423,12207,122.1230,2.0523,-0.3240,0.9744,-0.2877
425,12207,137.9960,1.9766,-0.2714,1.0103,-0.2877
427,12207,130.5873,2.0090,-0.2939,0.9882,-0.2877
429,12207,122.3113,2.0519,-0.3236,0.9635,-0.2877
431,12207,115.1134,2.0985,-0.3560,0.9623,-0.2877
433,12207,114.7658,2.0980,-0.3556,0.9536,-0.2877
435,12207,114.7658,2.0980,-0.3556,0.9675,-0.2877
437,12207,122.1662,2.0513,-0.3232,0.9870,-0.2877
439,12207,122.3501,2.0517,-0.3235,0.9713,-0.2877
441,12207,114.7658,2.0980,-0.3556,0.9596,-0.2877
443,12207,122.7048,2.0485,-0.3213,0.9697,-0.2877
445,12207,129.6133,2.0131,-0.2968,0.9882,-0.2877
447,12207,138.2474,1.9754,-0.2706,1.0172,-0.2877
449,12207,130.2432,2.0102,-0.2948,0.9892,-0.2877
451,12207,138.1476,1.9764,-0.2713,1.0196,-0.2877
453,12207,84.7546,2.4825,-0.6221,0.8784,-0.2877
455,12207,122.1728,2.0504,-0.3226,0.9619,-0.2877
457,12207,114.7610,2.0991,-0.3564,0.9512,-0.2877
459,12207,114.5924,2.0995,-0.3567,0.9454,-0.2877
461,12207,107.5222,2.1572,-0.3966,0.9124,-0.2877
463,12207,122.3820,2.0515,-0.3234,0.9784,-0.2877
465,12207,107.5222,2.1572,-0.3966,0.9257,-0.2877
467,12207,122.3398,2.0517,-0.3235,0.9707,-0.2877
469,12207,100.0512,2.2339,-0.4498,0.9275,-0.2877
471,12207,122.7424,2.0486,-0.3214,0.9804,-0.2877
473,12207,107.0895,2.1591,-0.3980,0.9419,-0.2877
475,12207,114.9476,2.0989,-0.3562,0.9657,-0.2877
477,12207,107.0895,2.1591,-0.3980,0.9275,-0.2877
479,12207,137.5860,1.9775,-0.2721,1.0142,-0.2877
481,12207,114.7758,2.1008,-0.3575,0.9697,-0.2877
483,12207,100.0512,2.2339,-0.4498,0.9275,-0.2877
485,12207,122.2491,2.0523,-0.3239,0.9744,-0.2877
487,12207,138.2817,1.9749,-0.2703,1.0109,-0.2877
489,12207,122.6470,2.0515,-0.3234,0.9837,-0.2877
491,12207,138.0546,1.9763,-0.2712,1.0046,-0.2877
493,12207,114.3478,2.1020,-0.3583,0.9407,-0.2877
495,12207,145.6477,1.9485,-0.2520,1.0227,-0.2877
497,12207,100.0512,2.2339,-0.4498,0.9198,-0.2877
499,12207,122.2399,2.0520,-0.3237,0.9713,-0.2877
501,12207,115.0751,2.0970,-0.3549,0.9656,-0.2877
503,12207,137.7660,1.9765,-0.2714,1.0108,-0.2877
505,12207,122.1790,2.0520,-0.3237,0.9616,-0.2877
507,12207,122.0627,2.0527,-0.3242,0.9746,-0.2877
509,12207,129.7462,2.0138,-0.2972,0.9931,-0.2877
511,12207,145.8191,1.9474,-0.2512,1.0272,-0.2877
513,12207,115.4518,2.0953,-0.3537,0.9436,-0.2877
515,12207,108.0483,2.1555,-0.3955,0.9266,-0.2877
517,12207,115.1633,2.0960,-0.3542,0.9527,-0.2877
519,12207,130.2517,2.0100,-0.2946,0.9895,-0.2877
521,12207,108.0483,2.1555,-0.3955,0.9558,-0.2877
523,12207,115.1633,2.0960,-0.3542,0.9488,-0.2877
525,12207,99.7721,2.2367,-0.4517,0.8988,-0.2877
527,12207,122.4694,2.0502,-0.3225,0.9928,-0.2877
529,12207,99.7721,2.2367,-0.4517,0.9101,-0.2877
531,12207,115.5355,2.0935,-0.3525,0.9521,-0.2877
533,12207,99.7721,2.2367,-0.4517,0.9212,-0.2877
535,12207,107.8223,2.1552,-0.3953,0.9448,-0.2877
537,12207,107.8223,2.1552,-0.3953,0.9471,-0.2877
539,12207,129.7299,2.0113,-0.2955,0.9989,-0.2877
541,12207,114.7429,2.1016,-0.3581,0.9528,-0.2877
543,12207,130.3086,2.0101,-0.2947,0.9893,-0.2877
545,12207,114.7429,2.1016,-0.3581,0.9408,-0.2877
547,12207,99.7721,2.2367,-0.4517,0.9123,-0.2877
549,12207,129.7959,2.0102,-0.2947,0.9993,-0.2877
551,12207,122.0179,2.0527,-0.3242,0.9871,-0.2877
553,12207,137.5872,1.9773,-0.2719,1.0046,-0.2877
555,12207,99.7721,2.2367,-0.4517,0.9341,-0.2877
557,12207,114.8611,2.0996,-0.3567,0.9417,-0.2877
559,12207,137.6974,1.9772,-0.2718,1.0044,-0.2877
561,12207,114.8611,2.0996,-0.3567,0.9621,-0.2877
563,12207,114.8611,2.0996,-0.3567,0.9581,-0.2877
565,12207,92.4150,2.3355,-0.5202,0.8823,-0.2877
567,12207,129.9901,2.0107,-0.2951,1.0028,-0.2877
569,12207,129.9662,2.0108,-0.2952,0.9828,-0.2877
571,12207,107.5732,2.1587,-0.3977,0.9434,-0.2877
573,12207,115.0102,2.0990,-0.3563,0.9596,-0.2877
575,12207,122.2324,2.0518,-0.3236,1.0008,-0.2877
577,12207,107.2919,2.1593,-0.3981,0.9186,-0.2877
579,12207,107.2919,2.1593,-0.3981,0.9475,-0.2877
581,12207,114.4995,2.1008,-0.3575,0.9534,-0.2877
583,12207,114.8926,2.0993,-0.3565,0.9704,-0.2877
585,12207,122.0985,2.0513,-0.3233,0.9715,-0.2877
587,12207,114.4995,2.1008,-0.3575,0.9744,-0.2877
589,12207,114.4995,2.1008,-0.3575,0.9495,-0.2877
591,12207,122.7562,2.0501,-0.3224,0.9718,-0.2877
593,12207,122.5546,2.0504,-0.3226,0.9693,-0.2877
595,12207,122.5546,2.0504,-0.3226,0.9765,-0.2877
597,12207,99.9342,2.2345,-0.4502,0.9475,-0.2877
599,12207,121.9567,2.0537,-0.3249,0.9813,-0.2877
601,12207,129.6133,2.0130,-0.2967,0.9985,-0.2877
603,12207,137.4116,1.9781,-0.2725,1.0037,-0.2877
605,12207,92.4150,2.3355,-0.5202,0.9203,-0.2877
607,12207,122.1824,2.0506,-0.3228,0.9804,-0.2877
609,12207,115.1638,2.0967,-0.3547,0.9525,-0.2877
611,12207,107.4907,2.1591,-0.3980,0.9486,-0.2877
613,12207,107.4907,2.1591,-0.3980,0.9252,-0.2877
615,12207,122.6389,2.0492,-0.3218,0.9978,-0.2877
617,12207,129.8498,2.0117,-0.2958,0.9889,-0.2877
619,12207,123.0949,2.0487,-0.3214,0.9652,-0.2877
621,12207,121.9965,2.0522,-0.3239,0.9688,-0.2877
623,12207,129.6895,2.0131,-0.2967,0.9868,-0.2877
625,12207,99.9342,2.2345,-0.4502,0.9276,-0.2877
627,12207,122.2009,2.0517,-0.3235,0.9689,-0.2877
629,12207,106.9061,2.1639,-0.4013,0.9423,-0.2877
631,12207,106.9061,2.1639,-0.4013,0.9494,-0.2877
633,12207,114.9485,2.0996,-0.3567,0.9700,-0.2877
635,12207,122.2767,2.0524,-0.3240,0.9742,-0.2877
637,12207,137.9477,1.9772,-0.2719,1.0098,-0.2877
639,12207,145.2019,1.9495,-0.2527,1.0226,-0.2877
641,12207,122.7733,2.0513,-0.3233,0.9714,-0.2877
643,12207,99.9342,2.2345,-0.4502,0.9144,-0.2877
645,12207,122.5766,2.0490,-0.3217,0.9756,-0.2877
647,12207,115.2777,2.0971,-0.3550,0.9545,-0.2877
649,12207,130.4444,2.0090,-0.2939,0.9899,-0.2877
651,12207,122.5766,2.0490,-0.3217,0.9720,-0.2877
653,12207,107.1041,2.1592,-0.3980,0.9403,-0.2877
655,12207,137.4403,1.9782,-0.2726,1.0193,-0.2877
657,12207,114.2945,2.1026,-0.3588,0.9384,-0.2877
659,12207,114.2945,2.1026,-0.3588,0.9464,-0.2877
661,12207,114.5287,2.1012,-0.3578,0.9794,-0.2877
663,12207,107.1041,2.1592,-0.3980,0.9653,-0.2877
665,12207,114.8290,2.0979,-0.3555,0.9509,-0.2877
667,12207,145.5263,1.9476,-0.2514,1.0233,-0.2877
669,12207,129.4249,2.0130,-0.2967,0.9885,-0.2877
671,12207,137.8317,1.9780,-0.2724,1.0102,-0.2877
673,12207,122.1156,2.0519,-0.3237,0.9615,-0.2877
675,12207,122.6353,2.0506,-0.3227,0.9925,-0.2877
677,12207,130.4791,2.0104,-0.2949,1.0040,-0.2877
679,12207,129.8756,2.0127,-0.2965,0.9870,-0.2877
681,12207,145.4710,1.9482,-0.2518,1.0269,-0.2877
683,12207,114.9842,2.0977,-0.3554,0.9429,-0.2877
685,12207,107.1171,2.1595,-0.3982,0.9147,-0.2877
687,12207,122.5163,2.0487,-0.3215,0.9717,-0.2877
689,12207,114.5838,2.1005,-0.3573,0.9449,-0.2877
691,12207,114.5838,2.1005,-0.3573,0.9529,-0.2877
693,12207,99.9880,2.2343,-0.4501,0.9030,-0.2877
695,12207,114.9929,2.0995,-0.3567,0.9633,-0.2877
697,12207,114.5838,2.1005,-0.3573,0.9409,-0.2877
699,12207,130.1592,2.0111,-0.2954,0.9893,-0.2877
701,12207,122.5398,2.0513,-0.3232,0.9710,-0.2877
703,12207,145.9977,1.9464,-0.2505,1.0233,-0.2877
705,12207,99.9880,2.2343,-0.4501,0.9058,-0.2877
707,12207,122.4798,2.0493,-0.3219,0.9748,-0.2877
709,12207,107.4361,2.1570,-0.3965,0.9325,-0.2877
711,12207,114.9094,2.0995,-0.3566,0.9510,-0.2877
713,12207,115.1425,2.0982,-0.3558,0.9603,-0.2877
715,12207,115.1425,2.0982,-0.3558,0.9627,-0.2877
717,12207,107.4361,2.1570,-0.3965,0.9280,-0.2877
719,12207,129.7537,2.0125,-0.2964,1.0019,-0.2877
721,12207,107.7283,2.1579,-0.3972,0.9303,-0.2877
723,12207,107.7283,2.1579,-0.3972,0.9637,-0.2877
725,12207,92.5482,2.3363,-0.5208,0.8932,-0.2877
727,12207,115.1359,2.0979,-0.3555,0.9602,-0.2877
729,12207,107.4361,2.1570,-0.3965,0.9347,-0.2877
731,12207,130.6479,2.0095,-0.2942,0.9944,-0.2877
733,12207,121.8256,2.0539,-0.3251,0.9698,-0.2877
735,12207,114.5884,2.1023,-0.3586,0.9776,-0.2877
737,12207,137.9578,1.9764,-0.2713,1.0048,-0.2877
739,12207,92.5482,2.3363,-0.5208,0.9162,-0.2877
741,12207,114.8586,2.0990,-0.3563,0.9539,-0.2877
743,12207,138.0042,1.9771,-0.2718,1.0086,-0.2877
745,12207,138.0088,1.9763,-0.2712,1.0043,-0.2877
747,12207,122.7427,2.0483,-0.3211,0.9707,-0.2877
749,12207,122.5100,2.0518,-0.3236,0.9716,-0.2877
751,12207,145.8213,1.9469,-0.2509,1.0232,-0.2877
753,12207,92.5482,2.3363,-0.5208,0.8899,-0.2877
755,12207,138.0132,1.9755,-0.2707,1.0109,-0.2877
757,12207,115.0809,2.0990,-0.3563,0.9597,-0.2877
759,12207,122.6669,2.0498,-0.3222,0.9646,-0.2877
761,12207,114.9150,2.0993,-0.3565,0.9513,-0.2877
763,12207,129.5181,2.0131,-0.2968,0.9866,-0.2877
765,12207,122.4275,2.0516,-0.3235,0.9786,-0.2877
767,12207,145.7002,1.9464,-0.2506,1.0234,-0.2877
769,12207,107.3720,2.1580,-0.3972,0.9165,-0.2877
771,12207,107.3720,2.1580,-0.3972,0.9435,-0.2877
773,12207,107.9409,2.1550,-0.3951,0.9203,-0.2877
775,12207,122.7401,2.0498,-0.3222,0.9693,-0.2877
777,12207,122.3752,2.0500,-0.3223,0.9717,-0.2877
779,12207,122.3106,2.0507,-0.3228,0.9692,-0.2877
781,12207,107.9409,2.1550,-0.3951,0.9386,-0.2877
783,12207,107.9409,2.1550,-0.3951,0.9780,-0.2877
785,12207,107.9409,2.1550,-0.3951,0.9254,-0.2877
787,12207,122.9402,2.0473,-0.3205,0.9722,-0.2877
789,12207,100.1475,2.2351,-0.4507,0.9260,-0.2877
791,12207,122.5812,2.0487,-0.3214,0.9879,-0.2877
793,12207,122.5812,2.0487,-0.3214,0.9794,-0.2877
795,12207,137.4135,1.9780,-0.2724,1.0162,-0.2877
797,12207,115.5557,2.0945,-0.3532,0.9436,-0.2877
799,12207,130.6583,2.0089,-0.2939,0.9944,-0.2877
801,12207,122.8931,2.0481,-0.3210,0.9759,-0.2877
803,12207,100.6267,2.2297,-0.4469,0.9215,-0.2877
805,12207,100.6267,2.2297,-0.4469,0.9416,-0.2877
807,12207,137.6960,1.9774,-0.2720,1.0102,-0.2877
809,12207,122.4507,2.0506,-0.3227,0.9804,-0.2877
811,12207,116.0253,2.0934,-0.3524,0.9419,-0.2877
813,12207,107.6128,2.1588,-0.3977,0.9252,-0.2877
815,12207,122.7949,2.0486,-0.3214,0.9704,-0.2877
817,12207,107.6128,2.1588,-0.3977,0.9252,-0.2877
819,12207,107.6128,2.1588,-0.3977,0.9207,-0.2877
821,12207,100.1475,2.2351,-0.4507,0.9020,-0.2877
823,12207,130.7075,2.0077,-0.2930,0.9965,-0.2877
825,12207,123.1602,2.0470,-0.3203,0.9633,-0.2877
827,12207,115.0236,2.0984,-0.3559,0.9658,-0.2877
829,12207,122.5711,2.0490,-0.3216,0.9771,-0.2877
831,12207,130.2168,2.0108,-0.2952,0.9942,-0.2877
833,12207,100.1475,2.2351,-0.4507,0.9203,-0.2877
835,12207,122.6785,2.0515,-0.3234,0.9750,-0.2877
837,12207,114.7284,2.1010,-0.3577,0.9529,-0.2877
839,12207,137.5131,1.9775,-0.2721,1.0040,-0.2877
841,12207,107.6474,2.1581,-0.3972,0.9465,-0.2877
843,12207,114.7284,2.1010,-0.3577,0.9589,-0.2877
845,12207,114.7284,2.1010,-0.3577,0.9489,-0.2877
847,12207,114.9879,2.0983,-0.3558,0.9636,-0.2877
849,12207,129.7926,2.0128,-0.2965,0.9884,-0.2877
851,12207,129.7926,2.0128,-0.2965,0.9950,-0.2877
853,12207,84.6284,2.4869,-0.6252,0.8793,-0.2877
855,12207,130.3342,2.0098,-0.2945,0.9993,-0.2877
857,12207,100.1475,2.2351,-0.4507,0.9209,-0.2877
859,12207,129.7260,2.0129,-0.2966,0.9822,-0.2877
861,12207,115.0786,2.0976,-0.3553,0.9544,-0.2877
863,12207,115.3422,2.0968,-0.3548,0.9811,-0.2877
865,12207,130.4554,2.0092,-0.2941,0.9881,-0.2877
867,12207,107.4779,2.1586,-0.3976,0.9511,-0.2877
