residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
417,48828,122.7679,2.0519,-0.3237,0.9614,-0.2877
419,48828,114.9955,2.1022,-0.3585,0.9640,-0.2877
421,48828,114.9955,2.1022,-0.3585,0.9665,-0.2877
423,48828,122.4972,2.0528,-0.3243,0.9761,-0.2877
425,48828,130.0934,2.0126,-0.2964,1.0000,-0.2877
427,48828,130.1033,2.0122,-0.2961,0.9867,-0.2877
429,48828,114.9403,2.1027,-0.3588,0.9436,-0.2877
431,48828,122.4743,2.0527,-0.3242,0.9791,-0.2877
433,48828,107.2765,2.1641,-0.4014,0.9227,-0.2877
435,48828,107.2765,2.1641,-0.4014,0.9384,-0.2877
437,48828,114.6025,2.1035,-0.3594,0.9636,-0.2877
439,48828,122.5071,2.0529,-0.3244,0.9755,-0.2877
441,48828,107.2765,2.1641,-0.4014,0.9416,-0.2877
443,48828,122.6665,2.0522,-0.3239,0.9683,-0.2877
445,48828,122.2561,2.0545,-0.3255,0.9728,-0.2877
447,48828,145.4379,1.9492,-0.2525,1.0263,-0.2877
449,48828,122.2308,2.0544,-0.3254,0.9676,-0.2877
451,48828,130.0729,2.0130,-0.2967,1.0028,-0.2877
453,48828,92.1746,2.3500,-0.5303,0.8956,-0.2877
455,48828,122.1729,2.0541,-0.3252,0.9657,-0.2877
457,48828,114.9585,2.1016,-0.3581,0.9559,-0.2877
459,48828,114.8760,2.1023,-0.3586,0.9499,-0.2877
461,48828,107.2716,2.1644,-0.4016,0.9157,-0.2877
463,48828,129.9570,2.0130,-0.2967,0.9930,-0.2877
465,48828,107.2716,2.1644,-0.4016,0.9340,-0.2877
467,48828,122.4703,2.0529,-0.3243,0.9732,-0.2877
469,48828,99.5925,2.2439,-0.4568,0.9315,-0.2877
471,48828,122.5610,2.0518,-0.3236,0.9846,-0.2877
473,48828,107.1166,2.1660,-0.4027,0.9458,-0.2877
475,48828,114.8271,2.1029,-0.3590,0.9745,-0.2877
477,48828,107.1166,2.1660,-0.4027,0.9274,-0.2877
479,48828,138.0876,1.9773,-0.2719,1.0142,-0.2877
481,48828,122.4464,2.0534,-0.3247,0.9757,-0.2877
483,48828,99.5925,2.2439,-0.4568,0.9315,-0.2877
485,48828,122.4531,2.0534,-0.3247,0.9788,-0.2877
487,48828,130.3269,2.0117,-0.2958,0.9934,-0.2877
489,48828,129.9718,2.0132,-0.2968,0.9909,-0.2877
491,48828,137.7521,1.9784,-0.2727,1.0079,-0.2877
493,48828,114.5162,2.1047,-0.3603,0.9427,-0.2877
495,48828,137.9041,1.9780,-0.2724,1.0080,-0.2877
497,48828,107.0339,2.1651,-0.4021,0.9354,-0.2877
499,48828,114.7019,2.1034,-0.3593,0.9541,-0.2877
501,48828,114.8235,2.1024,-0.3587,0.9695,-0.2877
503,48828,130.0351,2.0121,-0.2960,0.9929,-0.2877
505,48828,122.1965,2.0542,-0.3252,0.9655,-0.2877
507,48828,122.4988,2.0536,-0.3248,0.9757,-0.2877
509,48828,130.3088,2.0120,-0.2960,0.9979,-0.2877
511,48828,145.5848,1.9489,-0.2522,1.0305,-0.2877
513,48828,122.6248,2.0512,-0.3232,0.9614,-0.2877
515,48828,107.2456,2.1643,-0.4015,0.9324,-0.2877
517,48828,114.9938,2.1006,-0.3574,0.9503,-0.2877
519,48828,122.4386,2.0527,-0.3242,0.9680,-0.2877
521,48828,115.0134,2.1023,-0.3586,0.9599,-0.2877
523,48828,114.9938,2.1006,-0.3574,0.9463,-0.2877
525,48828,99.6935,2.2439,-0.4567,0.8990,-0.2877
527,48828,122.6354,2.0522,-0.3239,0.9918,-0.2877
529,48828,99.6935,2.2439,-0.4567,0.9094,-0.2877
531,48828,122.4557,2.0525,-0.3240,0.9683,-0.2877
533,48828,107.3129,2.1635,-0.4010,0.9464,-0.2877
535,48828,114.8439,2.1020,-0.3584,0.9639,-0.2877
537,48828,114.8439,2.1020,-0.3584,0.9544,-0.2877
539,48828,130.1027,2.0119,-0.2960,1.0001,-0.2877
541,48828,107.2902,2.1645,-0.4017,0.9338,-0.2877
543,48828,130.1729,2.0121,-0.2961,0.9912,-0.2877
545,48828,114.9746,2.1021,-0.3585,0.9437,-0.2877
547,48828,107.3129,2.1635,-0.4010,0.9386,-0.2877
549,48828,122.4249,2.0522,-0.3239,0.9792,-0.2877
551,48828,114.6947,2.1036,-0.3595,0.9745,-0.2877
553,48828,137.8077,1.9781,-0.2725,1.0082,-0.2877
555,48828,107.3129,2.1635,-0.4010,0.9418,-0.2877
557,48828,115.0662,2.1013,-0.3579,0.9463,-0.2877
559,48828,137.8846,1.9777,-0.2722,1.0081,-0.2877
561,48828,122.5090,2.0538,-0.3250,0.9787,-0.2877
563,48828,122.5090,2.0538,-0.3250,0.9750,-0.2877
565,48828,92.0282,2.3521,-0.5317,0.8929,-0.2877
567,48828,137.7793,1.9781,-0.2725,1.0141,-0.2877
569,48828,122.7952,2.0512,-0.3232,0.9617,-0.2877
571,48828,114.9256,2.1025,-0.3587,0.9556,-0.2877
573,48828,115.0034,2.1022,-0.3585,0.9579,-0.2877
575,48828,122.5597,2.0527,-0.3242,1.0014,-0.2877
577,48828,107.4125,2.1637,-0.4011,0.9204,-0.2877
579,48828,107.4125,2.1637,-0.4011,0.9476,-0.2877
581,48828,107.4166,2.1625,-0.4003,0.9235,-0.2877
583,48828,122.3649,2.0539,-0.3250,0.9756,-0.2877
585,48828,122.2168,2.0538,-0.3250,0.9732,-0.2877
587,48828,107.4166,2.1625,-0.4003,0.9470,-0.2877
589,48828,107.4166,2.1625,-0.4003,0.9286,-0.2877
591,48828,122.5140,2.0533,-0.3246,0.9753,-0.2877
593,48828,122.2820,2.0532,-0.3245,0.9680,-0.2877
595,48828,122.2820,2.0532,-0.3245,0.9830,-0.2877
597,48828,99.6451,2.2439,-0.4568,0.9442,-0.2877
599,48828,114.8544,2.1027,-0.3588,0.9581,-0.2877
601,48828,122.4795,2.0530,-0.3244,0.9791,-0.2877
603,48828,129.9695,2.0128,-0.2966,0.9908,-0.2877
605,48828,99.8736,2.2415,-0.4551,0.9296,-0.2877
607,48828,122.5657,2.0524,-0.3240,0.9846,-0.2877
609,48828,115.3383,2.0992,-0.3564,0.9611,-0.2877
611,48828,107.4187,2.1637,-0.4012,0.9528,-0.2877
613,48828,107.4187,2.1637,-0.4012,0.9293,-0.2877
615,48828,130.2890,2.0115,-0.2957,1.0005,-0.2877
617,48828,130.1035,2.0119,-0.2959,0.9933,-0.2877
619,48828,122.7474,2.0518,-0.3236,0.9667,-0.2877
621,48828,122.5628,2.0523,-0.3239,0.9736,-0.2877
623,48828,130.2921,2.0116,-0.2957,0.9916,-0.2877
625,48828,99.6451,2.2439,-0.4568,0.9241,-0.2877
627,48828,122.6037,2.0529,-0.3243,0.9684,-0.2877
629,48828,114.5037,2.1045,-0.3601,0.9633,-0.2877
631,48828,107.1444,2.1653,-0.4022,0.9503,-0.2877
633,48828,122.7854,2.0518,-0.3236,0.9762,-0.2877
635,48828,114.8132,2.1028,-0.3589,0.9598,-0.2877
637,48828,130.1373,2.0127,-0.2965,0.9929,-0.2877
639,48828,145.6357,1.9486,-0.2521,1.0266,-0.2877
641,48828,130.1598,2.0129,-0.2966,0.9864,-0.2877
643,48828,99.6451,2.2439,-0.4568,0.9247,-0.2877
645,48828,115.0171,2.1014,-0.3580,0.9503,-0.2877
647,48828,115.0496,2.1020,-0.3584,0.9557,-0.2877
649,48828,130.1508,2.0122,-0.2962,0.9914,-0.2877
651,48828,115.0171,2.1014,-0.3580,0.9549,-0.2877
653,48828,107.2027,2.1647,-0.4018,0.9381,-0.2877
655,48828,130.1745,2.0119,-0.2960,1.0031,-0.2877
657,48828,114.8790,2.1028,-0.3589,0.9436,-0.2877
659,48828,114.8790,2.1028,-0.3589,0.9517,-0.2877
661,48828,114.8966,2.1033,-0.3593,0.9786,-0.2877
663,48828,107.2027,2.1647,-0.4018,0.9634,-0.2877
665,48828,122.5493,2.0528,-0.3243,0.9682,-0.2877
667,48828,137.8956,1.9781,-0.2725,1.0081,-0.2877
669,48828,122.3489,2.0535,-0.3248,0.9679,-0.2877
671,48828,137.9560,1.9779,-0.2723,1.0125,-0.2877
673,48828,122.3721,2.0536,-0.3248,0.9657,-0.2877
675,48828,122.6378,2.0529,-0.3244,0.9916,-0.2877
677,48828,130.3126,2.0120,-0.2960,1.0031,-0.2877
679,48828,129.9430,2.0132,-0.2968,0.9909,-0.2877
681,48828,145.5743,1.9488,-0.2522,1.0265,-0.2877
683,48828,122.6044,2.0516,-0.3235,0.9614,-0.2877
685,48828,115.2609,2.1000,-0.3570,0.9388,-0.2877
687,48828,122.4324,2.0528,-0.3243,0.9733,-0.2877
689,48828,107.2122,2.1646,-0.4017,0.9200,-0.2877
691,48828,107.2122,2.1646,-0.4017,0.9290,-0.2877
693,48828,107.4007,2.1637,-0.4012,0.9297,-0.2877
695,48828,122.5054,2.0527,-0.3242,0.9734,-0.2877
697,48828,114.8332,2.1025,-0.3587,0.9435,-0.2877
699,48828,122.6118,2.0527,-0.3242,0.9734,-0.2877
701,48828,114.8565,2.1018,-0.3583,0.9544,-0.2877
703,48828,138.2710,1.9768,-0.2716,1.0086,-0.2877
705,48828,107.4007,2.1637,-0.4012,0.9192,-0.2877
707,48828,122.4159,2.0526,-0.3241,0.9789,-0.2877
709,48828,99.5312,2.2447,-0.4573,0.8999,-0.2877
711,48828,114.8176,2.1031,-0.3592,0.9597,-0.2877
713,48828,115.0216,2.1022,-0.3585,0.9641,-0.2877
715,48828,122.6041,2.0530,-0.3244,0.9790,-0.2877
717,48828,99.5312,2.2447,-0.4573,0.9004,-0.2877
719,48828,137.6788,1.9787,-0.2729,1.0138,-0.2877
721,48828,115.1724,2.1016,-0.3581,0.9439,-0.2877
723,48828,115.1724,2.1016,-0.3581,0.9682,-0.2877
725,48828,99.6426,2.2438,-0.4567,0.9242,-0.2877
727,48828,114.9450,2.1025,-0.3587,0.9665,-0.2877
729,48828,107.2562,2.1639,-0.4013,0.9360,-0.2877
731,48828,130.2246,2.0116,-0.2957,0.9933,-0.2877
733,48828,114.6420,2.1035,-0.3594,0.9512,-0.2877
735,48828,122.2047,2.0551,-0.3259,0.9824,-0.2877
737,48828,129.9122,2.0136,-0.2971,0.9909,-0.2877
739,48828,99.6426,2.2438,-0.4567,0.9443,-0.2877
741,48828,107.0657,2.1653,-0.4023,0.9321,-0.2877
743,48828,137.6604,1.9788,-0.2730,1.0079,-0.2877
745,48828,130.2681,2.0111,-0.2954,0.9870,-0.2877
747,48828,122.6735,2.0517,-0.3235,0.9765,-0.2877
749,48828,114.7691,2.1040,-0.3597,0.9456,-0.2877
751,48828,137.9093,1.9779,-0.2723,1.0123,-0.2877
753,48828,99.6426,2.2438,-0.4567,0.9066,-0.2877
755,48828,130.1862,2.0121,-0.2961,0.9931,-0.2877
757,48828,114.6752,2.1031,-0.3591,0.9636,-0.2877
759,48828,122.1875,2.0540,-0.3251,0.9679,-0.2877
761,48828,114.6672,2.1032,-0.3592,0.9597,-0.2877
763,48828,129.8959,2.0129,-0.2966,0.9910,-0.2877
765,48828,130.1048,2.0128,-0.2965,0.9931,-0.2877
767,48828,145.6976,1.9485,-0.2520,1.0267,-0.2877
769,48828,107.0428,2.1648,-0.4019,0.9248,-0.2877
771,48828,114.7802,2.1018,-0.3582,0.9556,-0.2877
773,48828,107.2955,2.1644,-0.4017,0.9227,-0.2877
775,48828,122.3542,2.0533,-0.3247,0.9730,-0.2877
777,48828,129.9318,2.0127,-0.2965,0.9864,-0.2877
779,48828,122.2978,2.0536,-0.3248,0.9677,-0.2877
781,48828,114.9516,2.1021,-0.3584,0.9579,-0.2877
783,48828,107.2955,2.1644,-0.4017,0.9764,-0.2877
785,48828,114.9516,2.1021,-0.3584,0.9459,-0.2877
787,48828,122.3054,2.0533,-0.3246,0.9729,-0.2877
789,48828,91.9832,2.3539,-0.5330,0.8928,-0.2877
791,48828,122.5919,2.0529,-0.3243,0.9916,-0.2877
793,48828,130.2450,2.0125,-0.2963,0.9930,-0.2877
795,48828,145.4029,1.9495,-0.2527,1.0262,-0.2877
797,48828,115.0988,2.1014,-0.3580,0.9439,-0.2877
799,48828,130.4965,2.0110,-0.2953,0.9935,-0.2877
801,48828,115.0244,2.1020,-0.3584,0.9500,-0.2877
803,48828,107.6720,2.1607,-0.3991,0.9371,-0.2877
805,48828,107.6720,2.1607,-0.3991,0.9486,-0.2877
807,48828,129.8397,2.0135,-0.2971,0.9927,-0.2877
809,48828,122.3723,2.0528,-0.3243,0.9882,-0.2877
811,48828,115.1541,2.1007,-0.3574,0.9445,-0.2877
813,48828,107.3839,2.1635,-0.4010,0.9228,-0.2877
815,48828,122.5534,2.0526,-0.3241,0.9763,-0.2877
817,48828,107.3839,2.1635,-0.4010,0.9326,-0.2877
819,48828,107.3839,2.1635,-0.4010,0.9281,-0.2877
821,48828,99.6836,2.2446,-0.4572,0.9028,-0.2877
823,48828,122.7167,2.0516,-0.3234,0.9835,-0.2877
825,48828,122.8140,2.0517,-0.3235,0.9666,-0.2877
827,48828,114.8487,2.1024,-0.3587,0.9641,-0.2877
829,48828,122.2183,2.0537,-0.3249,0.9752,-0.2877
831,48828,130.0110,2.0130,-0.2967,0.9977,-0.2877
833,48828,99.6836,2.2446,-0.4572,0.9188,-0.2877
835,48828,115.1397,2.1005,-0.3574,0.9564,-0.2877
837,48828,107.2324,2.1650,-0.4020,0.9290,-0.2877
839,48828,130.1237,2.0119,-0.2959,0.9913,-0.2877
841,48828,115.0123,2.1014,-0.3580,0.9549,-0.2877
843,48828,107.2324,2.1650,-0.4020,0.9357,-0.2877
845,48828,114.8530,2.1032,-0.3592,0.9514,-0.2877
847,48828,122.5345,2.0522,-0.3239,0.9736,-0.2877
849,48828,122.3370,2.0540,-0.3251,0.9730,-0.2877
851,48828,129.9171,2.0133,-0.2969,0.9975,-0.2877
853,48828,92.0202,2.3515,-0.5313,0.9184,-0.2877
855,48828,122.9142,2.0506,-0.3228,0.9797,-0.2877
857,48828,107.4073,2.1641,-0.4014,0.9327,-0.2877
859,48828,129.8234,2.0133,-0.2969,0.9865,-0.2877
861,48828,114.9215,2.1024,-0.3587,0.9582,-0.2877
863,48828,114.8934,2.1020,-0.3584,0.9902,-0.2877
865,48828,130.1312,2.0124,-0.2963,0.9866,-0.2877
867,48828,99.5703,2.2455,-0.4578,0.9253,-0.2877
