residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
869,48828,99.5703,2.2455,-0.4578,0.9242,-0.2877
871,48828,145.4957,1.9495,-0.2527,1.0263,-0.2877
873,48828,122.7126,2.0526,-0.3241,0.9792,-0.2877
875,48828,115.1805,2.1011,-0.3577,0.9605,-0.2877
877,48828,114.8297,2.1023,-0.3586,0.9547,-0.2877
879,48828,129.8765,2.0135,-0.2970,0.9927,-0.2877
881,48828,107.0318,2.1665,-0.4031,0.9457,-0.2877
883,48828,107.2168,2.1646,-0.4018,0.9339,-0.2877
885,48828,107.0318,2.1665,-0.4031,0.9378,-0.2877
887,48828,114.8425,2.1027,-0.3589,0.9515,-0.2877
889,48828,130.1336,2.0123,-0.2962,0.9911,-0.2877
891,48828,129.8648,2.0129,-0.2966,0.9863,-0.2877
893,48828,122.1630,2.0551,-0.3258,0.9747,-0.2877
895,48828,137.7271,1.9787,-0.2729,1.0140,-0.2877
897,48828,122.5051,2.0526,-0.3242,0.9608,-0.2877
899,48828,114.5197,2.1051,-0.3605,0.9571,-0.2877
901,48828,122.3735,2.0533,-0.3247,0.9789,-0.2877
903,48828,114.5197,2.1051,-0.3605,0.9632,-0.2877
905,48828,129.8630,2.0132,-0.2968,0.9862,-0.2877
907,48828,130.1726,2.0124,-0.2963,0.9931,-0.2877
909,48828,92.0202,2.3515,-0.5313,0.9007,-0.2877
911,48828,122.3172,2.0534,-0.3247,0.9789,-0.2877
913,48828,115.0459,2.1007,-0.3575,0.9387,-0.2877
915,48828,115.0459,2.1007,-0.3575,0.9587,-0.2877
917,48828,107.2264,2.1652,-0.4022,0.9460,-0.2877
919,48828,107.3467,2.1638,-0.4012,0.9527,-0.2877
921,48828,107.3467,2.1638,-0.4012,0.9340,-0.2877
923,48828,122.6391,2.0520,-0.3237,0.9884,-0.2877
925,48828,122.3913,2.0530,-0.3244,0.9733,-0.2877
927,48828,130.1425,2.0123,-0.2962,1.0001,-0.2877
929,48828,115.1949,2.1001,-0.3571,0.9474,-0.2877
931,48828,107.2264,2.1652,-0.4022,0.9479,-0.2877
933,48828,122.4078,2.0538,-0.3250,0.9787,-0.2877
935,48828,130.2372,2.0118,-0.2959,0.9866,-0.2877
937,48828,137.9966,1.9778,-0.2723,1.0082,-0.2877
939,48828,122.8891,2.0512,-0.3232,0.9666,-0.2877
941,48828,122.6206,2.0522,-0.3239,0.9685,-0.2877
943,48828,114.8684,2.1028,-0.3589,0.9746,-0.2877
945,48828,99.5420,2.2448,-0.4574,0.9054,-0.2877
947,48828,99.5420,2.2448,-0.4574,0.9286,-0.2877
949,48828,107.0518,2.1663,-0.4030,0.9352,-0.2877
951,48828,114.8445,2.1025,-0.3587,0.9679,-0.2877
953,48828,114.8359,2.1027,-0.3589,0.9497,-0.2877
955,48828,114.8359,2.1027,-0.3589,0.9543,-0.2877
957,48828,129.9781,2.0134,-0.2970,0.9926,-0.2877
959,48828,137.5767,1.9794,-0.2734,1.0120,-0.2877
961,48828,114.7440,2.1040,-0.3598,0.9431,-0.2877
963,48828,122.5589,2.0529,-0.3243,0.9842,-0.2877
965,48828,99.6698,2.2427,-0.4559,0.9110,-0.2877
967,48828,130.1437,2.0122,-0.2961,0.9867,-0.2877
969,48828,122.5983,2.0518,-0.3236,0.9794,-0.2877
971,48828,107.2220,2.1642,-0.4015,0.9322,-0.2877
973,48828,114.6781,2.1035,-0.3594,0.9453,-0.2877
975,48828,122.5138,2.0533,-0.3247,0.9830,-0.2877
977,48828,114.6781,2.1035,-0.3594,0.9453,-0.2877
979,48828,129.9592,2.0134,-0.2970,0.9928,-0.2877
981,48828,107.3142,2.1627,-0.4005,0.9637,-0.2877
983,48828,129.8974,2.0136,-0.2971,1.0026,-0.2877
985,48828,99.6698,2.2427,-0.4559,0.9391,-0.2877
987,48828,122.5609,2.0524,-0.3240,0.9793,-0.2877
989,48828,114.5132,2.1047,-0.3602,0.9449,-0.2877
991,48828,130.0307,2.0127,-0.2965,0.9976,-0.2877
993,48828,130.1264,2.0122,-0.2961,0.9866,-0.2877
995,48828,107.3142,2.1627,-0.4005,0.9637,-0.2877
997,48828,114.5555,2.1045,-0.3601,0.9548,-0.2877
999,48828,122.2489,2.0539,-0.3250,0.9878,-0.2877
1001,48828,137.6754,1.9791,-0.2732,1.0078,-0.2877
1003,48828,129.9209,2.0136,-0.2971,0.9907,-0.2877
1005,48828,122.1455,2.0548,-0.3257,0.9674,-0.2877
1007,48828,129.8736,2.0135,-0.2970,0.9998,-0.2877
1009,48828,115.0254,2.1008,-0.3576,0.9641,-0.2877
1011,48828,122.2846,2.0541,-0.3252,0.9676,-0.2877
1013,48828,122.8706,2.0509,-0.3230,0.9920,-0.2877
1015,48828,122.4020,2.0541,-0.3252,0.9729,-0.2877
1017,48828,129.9935,2.0129,-0.2966,0.9862,-0.2877
1019,48828,129.9851,2.0128,-0.2965,0.9862,-0.2877
1021,48828,138.1314,1.9781,-0.2725,1.0140,-0.2877
1023,48828,153.4287,1.9241,-0.2351,1.0423,-0.2877
